"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_noint" "contY_catMbinM_noint" "contY_catMcontM_noint" "binY_binMcontM_noint" "binY_catMbinM_noint" "binY_catMcontM_noint" "countY_binMcontM_noint" "countY_catMbinM_noint" "countY_catMcontM_noint" "C"
"5513" 0 0.424896504775575 1 2 -2.98066847130521 -2.15728516778639 -2.5016013677017 0 0 0 3 5 2 2.34501363982512
"5514" 0 0.296623854050943 1 1 -2.83386888521099 -0.990264466461894 -3.13771433640891 0 0 0 1 1 3 2.10226449498476
"5515" 0 0.132142190025206 1 0 -3.49625586396233 -3.42820000718012 -4.43806957841401 0 0 0 5 1 4 2.13664797815515
"5516" 0 0.0996761292859994 0 2 -4.52787303637352 -3.9688484396092 -3.10328812115809 0 0 0 3 3 2 0.784055290580453
"5517" 1 0.662096521021518 1 2 -1.15047437390813 -1.58693017162835 -1.33589131450185 0 0 0 1 3 2 1.8095683741802
"5518" 1 -0.0225283201697004 0 1 -4.40371102161009 -2.17175460711216 -2.64924016154494 0 0 0 2 1 0 -1.21560597488651
"5519" 1 0.544519219284207 0 0 -3.10515995646476 -3.94970200741108 -3.12702396583128 0 0 0 5 2 4 1.52168456496789
"5520" 1 0.209072161475946 1 0 -2.16821422099314 -2.904386637683 -3.80038559803694 0 0 0 6 5 7 0.364852545173547
"5521" 0 -0.0626667092128767 0 2 -5.09737423130697 -3.32717418931846 -3.46937532440033 0 0 0 7 1 5 1.0295830755726
"5522" 0 -0.193190306996646 0 0 -5.24894881956828 -4.99672108107249 -5.32076172374509 0 0 0 8 3 3 0.516748647324536
"5523" 1 0.581584330427466 1 1 -2.14334816372142 -0.887911038638172 -1.55807253434367 0 1 0 1 1 6 1.43381228339354
"5524" 0 0.423443704157679 1 2 -3.18149722961736 -2.24900549763277 -2.49541573907723 0 0 0 2 2 2 2.83180934829636
"5525" 1 0.209357590285267 1 1 -2.82420466333661 -0.61013675900399 -2.57933737138547 0 1 0 1 1 0 0.170370317283172
"5526" 0 -0.0713249671519683 1 1 -4.07287768845626 -1.56811150694065 -3.71761790996961 0 0 0 7 2 2 0.755240703012329
"5527" 1 0.782425479006734 1 2 -1.38717630995469 -1.08826666001833 -1.39904517634131 0 1 0 3 2 1 2.24251959234451
"5528" 1 0.486721454258005 0 2 -3.51755802876807 -2.89162378580739 -1.89932129893375 0 0 0 1 2 2 1.06505622746021
"5529" 0 -0.154587539615531 1 1 -4.25281379575383 -1.71712565724708 -3.94822992092476 0 0 0 5 0 2 0.136699684680392
"5530" 0 -0.499273024653443 0 0 -6.45254152145259 -5.56373155290599 -5.79553569036688 0 0 0 3 5 3 -0.871606348118977
"5531" 0 0.0724029714991299 0 1 -4.56491670114662 -3.09781036813448 -3.64145719986543 0 0 0 4 3 2 1.81578011210699
"5532" 0 -0.406109654716467 0 0 -5.44049345200559 -4.94796123518417 -5.93522835033404 0 0 0 6 6 8 0.108152430072848
"5533" 0 -0.297821655608795 1 2 -4.29113217821882 -1.96805234948943 -3.92494453342915 0 0 0 5 3 6 0.277002531584665
"5534" 0 0.0963885520021026 0 0 -4.90907564199616 -4.80534880204485 -4.88308998234639 0 0 0 5 4 3 1.63934613756865
"5535" 0 -0.128502795018327 0 2 -5.20448064136612 -3.98900904841375 -3.3109287854127 0 0 0 4 5 6 1.03929481352613
"5536" 0 -0.0943216378438168 1 0 -3.86011846215395 -3.44674494226452 -5.25079850182226 0 0 0 4 2 2 0.913959646122004
"5537" 1 0.439539405484337 1 1 -2.31250081716035 -1.01616198209654 -2.17021359874685 0 0 0 2 1 1 0.64990535928089
"5538" 0 0.0779638704700202 1 1 -3.75377472254732 -1.46912438198129 -3.77002874688228 0 0 0 0 1 3 0.923340166180059
"5539" 1 0.765802023809084 0 1 -2.71460431507011 -1.91296271957202 -1.47739636831109 0 0 0 4 3 0 2.32440073717972
"5540" 0 0.186355895990212 1 0 -3.15434942317023 -3.4390695551858 -4.58832648785946 0 0 0 1 1 6 1.01985325286053
"5541" 0 0.0995730160621153 1 0 -3.44744344316981 -3.19800084033784 -4.83436730765511 0 0 0 3 4 5 1.31900320294979
"5542" 1 0.50696857639979 1 2 -1.70837080781406 -1.43072874607231 -1.67748206422105 0 1 0 2 0 1 1.88428957706967
"5543" 0 0.0926574063145573 1 1 -3.13854482903295 -1.64906550727251 -3.13682447469736 0 0 0 4 4 4 1.19784176447691
"5544" 0 -0.536417434560185 1 1 -4.91029156937406 -1.71421840063192 -4.99589690927546 0 0 0 2 3 2 -1.31904947574739
"5545" 0 -0.176311439055818 0 2 -5.78034496167075 -3.5227639099306 -3.61140632446248 0 0 0 4 4 3 0.728204472703996
"5546" 1 0.312416303353705 1 1 -2.20692024047181 -0.837087072119517 -2.48084873688821 0 0 0 2 1 1 0.627678509063804
"5547" 0 -0.144539960454251 1 2 -4.07652094206321 -2.27621215465286 -3.76019221946173 0 0 0 2 1 1 1.0451869966325
"5548" 1 0.480928371346219 1 1 -1.79058252456421 -0.681999031083124 -2.22508378707723 0 0 0 0 0 2 1.28391267708477
"5549" 0 -0.213755550745559 1 0 -4.70711537500973 -3.78489700342553 -5.44986772982893 0 0 0 3 5 8 -0.446298178403425
"5550" 1 0.294401467469655 0 1 -3.61036672792027 -2.12323565253155 -2.42891733669343 0 0 1 1 3 4 0.632367484430142
"5551" 0 -0.0912015573438598 1 2 -3.76106551238443 -1.88740240636001 -3.63543383694837 0 1 0 5 1 1 1.23253033764022
"5552" 1 0.475732674059368 1 2 -2.23352276327658 -1.65787139375261 -1.62010206017005 0 0 1 1 1 1 0.649719706974497
"5553" 1 0.355583789894167 1 1 -1.9606962170289 -1.2425136366335 -2.51802426265775 1 0 0 4 2 3 0.333705976399556
"5554" 0 -0.36979981382931 0 0 -5.66740929587633 -5.07587079070098 -5.67998920289968 0 0 0 10 7 12 -0.449837211076942
"5555" 0 -0.19428401124827 0 2 -5.0150322459267 -3.73823702965661 -4.08333116984535 0 0 0 5 2 3 1.08092138747269
"5556" 0 -0.0414187818387547 0 2 -4.99957682925603 -3.64170188057184 -3.67337422825014 0 0 0 6 6 7 0.711713826386473
"5557" 0 0.253768910276946 0 2 -3.95148423834327 -3.70634141472708 -2.78241902795667 0 0 0 4 4 1 2.76226880707433
"5558" 0 -0.125935301549433 1 0 -3.87627660950663 -3.1353959930007 -5.42163584444955 0 0 0 7 3 6 0.167465086665327
"5559" 0 -0.119219006375827 0 0 -5.34984478266348 -4.6900004194811 -5.13057338154968 0 0 0 4 3 6 0.190841948097988
"5560" 1 0.230019152704208 1 1 -2.32715784735833 -0.822927083427869 -2.41649565342766 0 0 0 0 0 2 0.361326653755733
"5561" 0 -0.178809636887927 1 0 -3.90793147584718 -3.32332284818854 -5.25153672373627 0 0 0 2 3 2 0.447611692015396
"5562" 0 -0.318132623186452 0 1 -5.47485385482126 -3.28093833360429 -4.70269533753086 0 0 0 7 4 6 0.136716049807054
"5563" 1 0.507068532214018 0 1 -3.26930423381072 -2.14531806210922 -1.97527697040896 0 0 0 5 0 2 1.0918701689997
"5564" 0 0.176531487931278 0 2 -4.84864930744909 -4.00980340981104 -3.25995153147433 0 0 0 8 6 3 0.939011603003881
"5565" 1 0.408858628542493 0 2 -3.25873088475977 -3.18169061014168 -2.00529017244149 0 0 1 2 2 3 0.0963424941543584
"5566" 1 0.807695392673073 1 2 -1.59864975569031 -1.31323209923689 -0.872866225796005 1 1 0 2 0 1 2.07122453745874
"5567" 0 0.155900127961623 0 2 -4.75219395778242 -3.87159369246695 -3.04034498762359 0 0 0 10 1 3 1.56538718485145
"5568" 0 0.0288727573968015 1 2 -3.71581309600603 -2.56078891692397 -3.55134903735082 0 0 0 3 0 3 0.766767013354618
"5569" 1 0.459359048361274 1 2 -1.64089549457398 -1.52324575747412 -1.96557627651803 0 0 0 2 1 1 2.087155975731
"5570" 0 -0.196709663780563 0 0 -5.49169134077646 -4.8939319184802 -5.76702537743541 0 0 0 5 10 4 0.616925166578773
"5571" 1 0.37089875416716 0 1 -3.4168900158118 -2.36465586842145 -2.42165359703782 0 0 0 2 2 3 0.134228686459555
"5572" 1 0.579776747175432 0 1 -3.17000210616967 -2.05950567368887 -1.24820677996383 0 0 0 4 1 0 2.42927920079675
"5573" 1 0.761257280958017 0 1 -2.92199770071459 -2.39496430384879 -1.26199011168637 0 0 0 2 1 2 2.04113653001108
"5574" 1 0.328693320701134 1 2 -2.36943161802877 -1.40084957579232 -1.84886219776438 0 0 0 2 0 0 0.87202098442236
"5575" 0 -0.12780224905755 1 1 -3.97305325184585 -1.60232827748272 -3.89427250772086 0 1 0 2 2 3 0.422015848600985
"5576" 0 -0.278898195490536 0 0 -5.55397873617897 -5.23889243865803 -5.70850598127981 0 0 0 4 5 5 -0.422548118734769
"5577" 0 -0.0866182735557744 1 2 -3.68222585345043 -2.27798914151608 -3.66677589033502 0 0 0 5 1 5 0.369403786170987
"5578" 0 -0.145815134089648 1 2 -3.84009340233812 -2.08957214463142 -3.8994521262855 0 0 0 2 3 3 -0.905487772873576
"5579" 1 0.353445838537642 0 0 -3.1456058767426 -4.00133703165926 -3.71623854239712 1 0 0 4 12 4 0.0736712426216
"5580" 1 0.4083978817003 1 1 -2.37902334289351 -0.506123990275455 -2.18668039872135 0 0 0 2 0 3 0.895221297834668
"5581" 0 -0.0814001659067853 0 1 -5.12065699198761 -3.05320951567637 -3.63968198725569 0 0 0 2 6 1 0.223467596143292
"5582" 0 -0.24217305313194 0 1 -5.48666281158726 -3.2275399131172 -3.96041153102456 0 0 0 0 6 3 0.381256901250105
"5583" 1 -0.0176148291896089 1 1 -2.99855019260152 -0.490483315430052 -3.38991829827886 0 1 0 3 1 2 -1.08298234190004
"5584" 1 0.696495692077409 1 1 -1.61325233016434 -0.475090880231379 -1.45494728296028 0 0 1 2 0 0 2.33998074665304
"5585" 1 0.313592689822542 1 0 -2.48216039543434 -2.7961638011268 -3.79739459867264 0 0 0 1 2 4 0.0402282250762277
"5586" 0 -0.235777529905139 0 0 -5.46586342133149 -4.88457801891929 -5.375336973939 0 0 0 7 7 3 0.111042072299113
"5587" 0 0.104053321539441 0 0 -4.55817659203009 -4.89684239473613 -4.82487659287669 0 0 0 4 3 6 1.36432025281495
"5588" 0 -0.538180250120028 0 1 -6.31993436020656 -3.250761225271 -5.01315612582139 0 0 0 10 5 7 -2.22292969169287
"5589" 0 -0.0544816968227038 0 1 -4.89830085074441 -2.97982593043988 -3.8115674032506 0 0 0 4 5 2 1.59974673159652
"5590" 0 -0.0669085845239232 0 2 -5.00344068752545 -3.80582182575713 -3.37197978147424 0 0 0 10 6 0 0.492613270961708
"5591" 0 -0.138381279332063 1 0 -3.99361833517583 -3.27844990366019 -5.21894819447136 0 0 0 0 1 6 0.757214086886391
"5592" 0 0.0509341104438137 1 1 -3.53935400624719 -1.56184713566417 -3.38547845636469 0 0 0 1 1 3 1.46945664983769
"5593" 0 -0.193477253718051 0 1 -5.41062259628506 -3.14439802681693 -3.7427440260402 0 0 0 4 1 3 0.776053466831161
"5594" 0 -0.0578273848918862 1 1 -3.72437384769214 -1.85382458279116 -3.95113917514856 0 0 0 6 1 1 0.163516938530212
"5595" 1 0.328508052108547 1 0 -2.31773829737918 -2.47490327476991 -3.68424832495858 0 0 0 4 4 2 0.309085500313942
"5596" 0 -0.207469745815814 1 1 -4.07994976613058 -1.72801586523059 -3.89664714885864 0 0 0 7 0 3 0.54113376348016
"5597" 1 0.58041288459782 0 1 -3.09712482893333 -2.63446924809795 -1.95169378010138 0 0 0 3 3 2 1.18818144011874
"5598" 1 0.322306530351519 0 1 -3.96535876841542 -2.47818207829478 -2.19781861578892 0 0 0 4 5 3 0.421566095198982
"5599" 1 0.35432628968695 1 0 -2.00579368409259 -2.5460768121354 -3.26711990868775 0 0 0 3 4 2 0.857897149969748
"5600" 1 0.300171561133051 0 2 -3.70455887967912 -2.80496053809281 -2.00000177862435 0 0 0 2 3 4 0.410958361969361
"5601" 0 -0.19343392869559 0 0 -5.57857510318727 -5.22570486885919 -5.48403919702422 0 0 0 4 2 8 0.00263636430545411
"5602" 0 -0.305315761825845 0 1 -5.45153319397997 -3.05136802673831 -4.37227214833059 0 0 1 6 4 3 -0.760713428573384
"5603" 0 0.345789033955988 0 2 -4.13021960265461 -3.78775549315362 -2.40449094853883 0 0 0 5 3 1 2.46494241111821
"5604" 0 -0.319186224736455 1 2 -4.28348948343622 -1.89317413714836 -3.99351799682714 0 0 0 6 0 3 0.656439107530815
"5605" 1 0.508579374055438 1 1 -1.7776729820498 -0.661793923396494 -1.59847160122977 0 0 0 7 1 3 1.58576821090733
"5606" 0 0.07973023825666 0 1 -4.59561191596932 -3.20937357146845 -3.41608269860654 0 0 0 4 2 7 1.96889260649353
"5607" 0 -0.280635627150094 1 1 -4.39413553670287 -2.09558992895959 -4.38939229363742 0 0 0 3 1 3 -0.0542691910218966
"5608" 1 0.329164699551772 1 2 -2.45373494376305 -1.48739025222389 -2.24534985296474 0 0 0 4 0 2 0.246687737845221
"5609" 0 -0.456085979447822 0 0 -5.99494061506953 -4.73512032358744 -6.06041760560714 0 0 0 4 4 5 -0.636014912966605
"5610" 1 0.406292283312129 0 1 -3.33298073873756 -2.40926277234134 -2.14377706637698 0 0 0 4 0 2 0.563921677705707
"5611" 1 0.696506803237722 1 2 -1.53031202511399 -1.48012355407848 -1.21940186244842 0 1 0 2 3 3 1.67714554203313
"5612" 0 -0.257227874828903 0 0 -5.1863011254206 -5.26525803812064 -5.75856166951234 0 0 0 1 5 7 -0.0451877051180816
"5613" 0 0.298802691777629 0 2 -4.14288804325096 -3.48325235426785 -2.66447482420533 0 0 0 5 0 3 2.17204303042455
"5614" 0 -0.0256688981987106 0 0 -5.12465632225333 -4.88119485857055 -5.01308229553795 0 0 0 3 4 5 0.81416939956037
"5615" 0 -0.0789307036238312 1 1 -3.86375873803 -1.83244734796138 -3.79490879456043 0 0 0 1 4 6 0.294943676075203
"5616" 1 0.712836859016496 0 2 -2.86160638929926 -2.60449796932347 -1.22734657431056 0 0 0 5 4 1 1.80739540126314
"5617" 0 -0.13292850264852 0 0 -5.30182752886748 -5.03973707866928 -5.29600108476714 0 0 0 4 5 6 0.964042578955745
"5618" 0 -0.190115722352442 1 2 -3.8919006776972 -2.52551761947205 -4.06396289109951 0 0 0 1 0 8 0.97622717648749
"5619" 0 -0.1225411304808 0 0 -5.01788433626158 -5.05289918412886 -5.18519621425996 0 0 0 2 7 3 0.395800229107402
"5620" 0 -0.594483392945273 0 0 -5.87407463372338 -5.38351447349846 -6.33063644010187 0 0 0 7 5 9 -1.5089067951273
"5621" 0 -0.524947907804596 0 1 -6.41625959962571 -3.60618236443183 -5.17415649496991 0 0 0 5 4 4 -1.12140888743797
"5622" 0 0.365972224704208 1 0 -2.84492971717984 -3.13640268003838 -3.94062216496189 0 0 0 1 4 3 3.04807118289782
"5623" 1 0.52079805451416 0 2 -3.14397634579315 -2.87633049515333 -1.41548611458753 0 0 0 2 3 3 0.727072039319554
"5624" 0 -0.495867217495231 1 0 -4.86164866991611 -3.41340476498719 -5.68560054942803 0 0 0 4 6 10 -0.569354454841756
"5625" 1 0.490858150396328 1 1 -1.79604370105337 -0.415011697658774 -2.14216404848344 0 0 1 1 1 1 1.79800216920008
"5626" 0 -0.193801903841749 1 1 -3.68639758011714 -1.48050505846121 -3.91038752947129 0 0 0 5 3 6 1.17095491934314
"5627" 1 0.277709706274313 1 2 -2.31978075642476 -1.4334414487589 -2.27245722723213 0 0 0 6 0 2 0.742231866026975
"5628" 0 -0.00273161680469367 1 2 -3.75695661547025 -2.23539929911885 -3.3440001258741 0 0 0 2 6 1 1.6878134531512
"5629" 0 -0.0542730178009649 0 1 -4.95117763603465 -2.89780410582702 -4.02085738793636 0 0 0 6 5 6 0.314382073414051
"5630" 0 0.0836742464618327 0 2 -4.64320624983995 -3.31663097163313 -3.3565401244806 0 0 0 8 2 1 1.44025087358991
"5631" 0 -0.0554807784207827 0 2 -4.96637000754479 -3.56941813485867 -3.46570551711193 0 0 0 6 7 2 1.38792861350095
"5632" 0 0.112454052127138 1 2 -3.56677305751943 -2.1161888681343 -3.29586578759526 0 1 0 3 4 2 1.43445489445721
"5633" 1 0.551014540701287 1 2 -1.83244338806762 -1.49966490693516 -1.85178475873417 0 0 0 3 1 1 1.53188948267479
"5634" 0 0.0858451197155287 1 0 -3.96338586412526 -3.38585720666093 -4.8831812871473 0 0 0 3 2 5 1.30470197055611
"5635" 0 -0.146157912002354 1 0 -4.1686077284861 -3.691337957789 -5.47305176186409 0 0 0 5 1 7 0.43314954015333
"5636" 0 -0.113119325178685 0 1 -5.30466480938726 -2.93956209981981 -3.85702112595089 0 0 0 4 8 3 1.11679883235589
"5637" 0 0.154348643797787 1 0 -3.40839169284867 -3.49229755625766 -4.55498476715296 0 0 0 6 3 4 0.945576835142473
"5638" 0 0.0398743696018732 0 0 -4.55151077593863 -4.84253962587803 -4.59903766810012 0 0 0 10 5 8 1.67735261264438
"5639" 1 0.740335691952732 1 0 -1.4917953058288 -2.4122733522963 -2.61270957320804 0 0 0 1 2 3 2.62935569192741
"5640" 1 0.642327087038673 1 1 -1.99997677946716 -0.670946896302522 -1.81419922515331 0 1 0 0 0 3 0.669052733472063
"5641" 0 0.0983361011556595 1 2 -3.41682706874144 -1.91327298599575 -3.49248411754119 1 0 0 3 1 2 1.87379310874279
"5642" 1 0.282556560179943 1 2 -2.52749556970368 -1.31395455925574 -2.09601139974522 0 0 0 3 0 2 -0.195631988619274
"5643" 1 0.532538754773947 1 2 -1.6852869833678 -1.23193066868795 -1.15084937009974 0 0 0 1 1 0 1.57187562986873
"5644" 1 0.561340501211306 1 2 -1.62258577208774 -1.64598558106129 -1.65198995114596 0 0 0 3 1 1 1.2730094616265
"5645" 0 0.0126810472292933 1 0 -3.28277277045858 -3.30312581363735 -4.69723130031189 0 0 0 1 3 8 1.81355616985234
"5646" 0 -0.209760294752849 0 2 -5.20388293466695 -3.91534273829905 -3.71947043652633 0 0 0 5 5 1 0.296672906479646
"5647" 0 0.025723224363954 1 2 -3.6364679099237 -2.00234587661546 -3.57149283251626 0 0 0 2 2 1 0.258458467278073
"5648" 0 -0.308970949649478 0 2 -5.74487627348345 -3.92773629710071 -4.09865882927763 0 0 0 3 6 7 -1.33599370585073
"5649" 0 0.314621506501199 1 2 -3.20513179568012 -2.02586667301417 -2.77593247853376 0 1 0 1 1 2 1.47803290155237
"5650" 1 0.645067630454791 0 1 -2.7631657627248 -2.4274540086777 -1.68676577892094 0 0 0 1 3 3 1.8538674926365
"5651" 1 0.529138442305031 1 1 -2.27434293792416 -0.848696157139051 -1.73468887049295 0 1 1 2 3 3 1.32513553355409
"5652" 0 0.08619880119151 0 2 -4.7464822872703 -3.38659381051215 -3.36503553896131 0 0 0 3 5 6 0.828639820171003
"5653" 1 0.22089091022704 1 1 -2.5790634918639 -0.826614221398412 -2.53188258500616 0 0 0 4 1 1 -0.41457826740207
"5654" 1 0.19946036628395 1 2 -2.71013316164873 -1.54938416090487 -2.56719602572888 1 0 0 1 2 2 0.0895079893906912
"5655" 0 -0.0696665433255731 1 0 -4.09422894220991 -3.29492955349391 -5.14719730380598 0 1 0 3 6 9 -0.469054386513311
"5656" 0 -0.511524842323707 1 1 -4.46057007329823 -1.49874901988944 -4.67201240855931 0 0 0 4 0 5 -1.22515180199923
"5657" 1 0.670395797601327 1 1 -1.53210567404637 -0.893775816251097 -1.62800767301487 0 0 0 1 1 3 2.00732809563184
"5658" 0 -0.38209664328496 1 2 -4.38958532754343 -2.28993996443881 -4.39371870200547 0 0 0 7 0 1 0.100837090947422
"5659" 0 0.0339175760221685 1 0 -3.70363508976051 -3.29917728321659 -4.88213875453922 0 0 0 4 3 7 1.23747663640899
"5660" 1 0.425853310199561 1 0 -2.05324231628675 -2.36680208121808 -3.15015002149586 0 0 0 1 2 5 1.16549726893404
"5661" 1 0.692841094760589 1 2 -1.78180034342717 -1.18293492108567 -1.26348435964862 0 1 0 1 2 2 1.90546420527756
"5662" 0 -0.131143203717317 0 1 -5.03415188065288 -3.15303347243595 -3.86058408698553 0 0 0 4 0 3 -0.0484121981714276
"5663" 1 1.07575672491801 0 1 -2.22111656622862 -2.3158697811901 -0.831808862748714 0 0 0 1 3 1 3.32126795362816
"5664" 0 0.369653461974665 0 2 -4.04645041520809 -3.70765635811269 -2.40617670013001 0 0 0 3 3 2 2.49768728522202
"5665" 0 -0.277785370036169 1 1 -4.2328031487532 -1.98750076972272 -4.38727345318457 0 0 0 3 0 6 -0.148760302177765
"5666" 0 -0.24632361192173 0 0 -5.47768581937385 -4.73896409485456 -5.43337820516193 0 0 0 5 7 8 0.600991833804602
"5667" 0 0.184443101377047 1 2 -2.79137952863899 -2.29557774616362 -2.90636360159812 0 0 0 2 2 4 2.15740729174886
"5668" 0 -0.257171665969159 1 1 -4.23321479853644 -1.65698480600905 -3.91192209096767 0 1 1 3 4 1 1.0542755016494
"5669" 1 0.220586206603116 0 2 -3.95048481195694 -3.1515169297546 -2.37243289439483 0 0 0 5 5 4 -0.167400388082294
"5670" 1 0.197970209635184 1 1 -2.66980672895656 -1.12856493263531 -2.5560139118999 0 0 0 3 1 4 -0.321607418774015
"5671" 0 -0.052698690571316 1 1 -3.82332927058686 -1.34425065199979 -3.5246297778556 0 0 0 4 3 2 1.7256449732146
"5672" 0 -0.20217692637608 0 2 -5.04683748160548 -3.46537876656685 -4.15165107655173 0 0 0 8 4 5 0.350028089969688
"5673" 1 0.500022717371074 1 0 -2.12996662266549 -2.50346545182734 -3.27611040104289 0 0 0 2 2 4 1.92001934086359
"5674" 0 0.0802038627949229 1 2 -3.66092954889666 -2.19098223836013 -3.05411321180492 0 0 0 4 0 1 2.09701005781096
"5675" 1 0.617890711817316 0 2 -2.96253013758489 -2.86739625138006 -1.83644890915085 1 0 0 2 3 1 1.96861127856361
"5676" 0 0.151977105922314 1 1 -3.3358610746899 -1.18749473636555 -3.24998655797395 0 0 0 1 2 7 2.13558994627687
"5677" 0 0.0417924625540147 1 1 -3.61723479322805 -1.45362578676434 -3.3809238026358 0 0 0 6 1 2 1.93868522351988
"5678" 1 0.68321526887081 0 2 -2.71041862473406 -3.03519876494103 -1.3731040756195 0 0 0 5 2 0 1.96180109179178
"5679" 0 -0.11700018174762 0 2 -5.08555214997791 -3.76505707498475 -3.35896235915215 0 0 0 2 1 4 0.485248702934643
"5680" 0 -0.253191091458101 1 2 -4.15430814254062 -2.23895263563532 -3.74407098098752 0 0 0 5 3 7 0.359783508570795
"5681" 1 0.430953624204674 1 2 -2.0305694924878 -1.50433191179102 -1.87073471944986 0 1 0 4 1 2 1.42949283128276
"5682" 0 -0.47549821341988 0 1 -5.5720504852124 -3.47157854554678 -4.720074988987 0 0 0 7 4 3 0.134410044808763
"5683" 1 0.128152985143607 0 1 -4.15014167218218 -2.43143226827633 -2.52150972918968 0 1 0 9 0 3 -0.604283311356807
"5684" 0 -0.17579537258827 0 2 -5.001709356459 -3.7234593515523 -3.77064525136557 0 0 0 7 3 5 0.681884382052503
"5685" 0 -0.155710970274437 1 2 -4.16638550953084 -1.9231242866116 -3.9395341259603 0 0 0 3 2 2 0.791501087854368
"5686" 1 0.344137926539017 0 0 -3.67292204086762 -4.26098634120889 -3.60490476722142 0 0 0 4 2 6 0.101684674059201
"5687" 0 0.0373292646089123 0 0 -4.86006803478802 -4.88386107739538 -4.30362898061083 0 0 0 4 3 1 2.05682399508164
"5688" 1 0.870582965038848 1 1 -0.910735663614561 -0.484403836102806 -1.29892797365243 1 0 0 1 0 1 3.00761342792416
"5689" 1 0.105613621301208 1 1 -2.62989263823679 -1.16994081847955 -3.06156702663931 0 1 0 2 1 2 -0.935185343898234
"5690" 1 0.337470481293998 1 1 -2.4685877274742 -1.07868204496558 -2.3003014640319 0 0 0 4 0 3 0.683850379553975
"5691" 0 -0.0170218427091934 0 2 -4.83728959473902 -3.79948055729042 -3.27660068191774 0 0 0 4 3 6 1.14496002615774
"5692" 0 0.317541084690527 0 0 -3.78832301410898 -5.11020984039729 -4.26595726887371 0 0 0 12 4 3 2.35754192535859
"5693" 0 -0.0389864773556391 0 2 -5.19752088665208 -3.68231802255802 -3.51706375655724 0 0 0 5 6 4 0.495380697351567
"5694" 0 0.263365921768858 1 2 -3.13591898316546 -2.09917567564077 -2.96220331402159 0 0 0 4 4 1 2.14234296290063
"5695" 0 0.164855402923892 0 1 -4.88209835334481 -2.93230671032589 -3.6741332828615 0 0 0 7 4 3 2.14297202444751
"5696" 0 -0.280806257556258 1 1 -4.3671318163733 -1.6204499483341 -4.33907325391476 1 0 0 7 2 8 0.412388102102677
"5697" 1 0.576768980393323 0 2 -3.03352912261535 -2.95345251425542 -1.09208955766703 0 0 0 4 2 2 1.61144892405744
"5698" 0 -0.237535890616363 0 2 -5.52086410164589 -3.54224051005472 -3.53980677172636 0 0 1 3 2 4 0.478575252364047
"5699" 0 0.152986593702281 1 2 -3.35424383410137 -2.04284846491676 -3.45751964879283 0 0 0 1 0 3 1.80679996404861
"5700" 0 -0.0495817747830891 0 0 -4.96798593399879 -4.84346992008035 -4.85007365004877 0 0 0 2 7 7 0.728140277564207
"5701" 0 0.148647631156241 1 2 -3.02005255020125 -2.00762847893961 -3.26389676945783 0 0 0 3 0 1 1.40517839304452
"5702" 0 -0.00681721808398938 0 1 -4.52100436391268 -2.94262683397943 -3.56948654422428 0 0 0 1 2 7 1.53100923203696
"5703" 1 0.556812673154199 0 0 -3.2547546173264 -4.0856564856266 -3.180478698023 0 0 0 2 1 2 1.66966963995614
"5704" 1 0.474231524635863 0 1 -2.95717494627142 -2.26569263233396 -2.07230425741003 0 1 0 4 1 5 0.896141482365243
"5705" 0 0.6162014508515 1 1 -2.20540276204943 -1.29468544129253 -2.29549726557719 0 0 0 2 0 1 4.81300192432928
"5706" 1 0.476986854219057 1 2 -1.81131678220465 -1.37744206919662 -1.70894877229826 0 1 0 1 3 3 2.15267783317946
"5707" 0 0.347601178752513 1 0 -3.03893592683225 -3.33556017840396 -4.45008344271221 0 0 0 2 2 8 2.00558328556899
"5708" 1 0.494676469249052 1 2 -1.83382571006399 -1.5995527554201 -1.79635270672225 0 0 1 0 3 0 1.84976850885256
"5709" 1 0.519793082938334 1 1 -1.81684739646326 -1.03601334037181 -2.0899677333299 0 0 0 3 1 2 1.28863143493341
"5710" 0 -0.119354275554552 0 2 -4.92859176687725 -3.87253831404541 -3.43226275054516 0 0 0 7 6 8 0.717754745408409
"5711" 0 -0.627144717187183 0 2 -6.25542170567575 -3.86729390343598 -4.39119026267578 0 0 0 8 4 8 -1.42031526830904
"5712" 0 -0.132014347437787 0 2 -5.34662004160043 -3.78876562971858 -3.5475516022959 0 0 0 3 2 4 0.483788647056117
"5713" 0 -0.135280369351855 0 1 -5.54400166610767 -3.62417397395191 -3.87977574694952 0 0 0 4 3 2 0.956362895500465
"5714" 0 -0.499579393914732 0 1 -6.09432904904171 -3.54561319637241 -4.77503666020339 0 0 0 7 2 3 -0.925937201396915
"5715" 0 0.235673197081722 1 2 -2.91230089781951 -1.91603753150363 -2.81055454813612 0 0 0 7 4 2 2.14049772049572
"5716" 0 -0.310264400174815 0 0 -5.61937424175319 -5.00877153236547 -5.70368494721536 0 0 0 2 5 7 0.552478119496782
"5717" 1 0.0662637220580899 1 1 -3.18698867462609 -0.89582590834948 -3.00440270142888 0 1 0 6 0 0 -0.689693488191187
"5718" 1 0.820637186199238 1 0 -1.01458179896207 -2.59757845106846 -2.7054733599804 1 0 0 1 5 1 2.75835592241443
"5719" 0 -0.0178935281854925 0 2 -5.04396666150348 -3.65656682966022 -3.21459930124263 0 0 0 3 2 7 1.71953777378257
