"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_EMMint" "contY_catMbinM_EMMint" "contY_catMcontM_EMMint" "binY_binMcontM_EMMint" "binY_catMbinM_EMMint" "binY_catMcontM_EMMint" "countY_binMcontM_EMMint" "countY_catMbinM_EMMint" "countY_catMcontM_EMMint" "C"
"5428" 0 0.282591029398813 1 0 -2.89076337234616 -3.2840505780257 -4.5178213398517 0 0 0 4 3 3 1.7679322011292
"5429" 1 0.380274333237721 1 0 -2.15606642292401 -2.74953490593952 -3.38752618867809 0 0 0 2 5 3 0.918605525211921
"5430" 0 -0.0404623594017771 0 1 -4.91909610159806 -3.14927908342848 -3.74958934262734 0 0 0 9 2 1 0.846560217799576
"5431" 1 0.37189682134824 1 1 -2.29493685222449 -0.655673409690975 -2.4719650239519 0 1 0 0 0 1 0.343704748676664
"5432" 1 0.538932683947513 1 1 -2.11640328988526 -0.904968928661667 -1.72948934655104 0 0 1 0 0 0 1.63316800933614
"5433" 1 0.172819108721572 0 2 -3.46167054958276 -2.96197193389243 -2.37622900330706 0 0 0 3 3 1 0.292026518057295
"5434" 0 -0.139341933898157 0 2 -5.15603446175702 -3.7187716899865 -3.94591104023126 0 0 0 8 1 5 1.14782269367933
"5435" 0 -0.303939213890352 1 0 -4.63589575717276 -3.44378050915857 -5.81426650455009 0 0 0 4 1 1 -0.608608481279749
"5436" 0 -0.0268820806458035 1 1 -3.22198205541076 -1.15355565079681 -3.52721394422073 0 1 0 3 6 2 0.725259992064694
"5437" 1 0.24448753972399 0 0 -3.6361649697201 -4.07103633538394 -3.74685966612324 0 0 0 5 7 2 0.273607785964653
"5438" 1 0.325251065092062 1 2 -2.63033894690532 -0.913717791625755 -1.86803327530385 0 0 0 2 1 2 0.233791624510315
"5439" 1 0.65556687135381 1 0 -1.37557248103951 -1.93769665009199 -2.85702239415414 0 0 0 4 2 3 1.70395225290007
"5440" 0 0.0375710525975602 0 1 -4.4880734573798 -2.78138178984598 -3.65883189822034 0 0 0 5 7 1 1.47624336928345
"5441" 0 -0.144238731386603 1 0 -3.91066207285461 -3.37706884874498 -5.0965020821496 0 0 0 2 1 6 0.558709491353166
"5442" 1 0.54052012417845 1 1 -1.88739897659053 -0.184701001586016 -1.56073216183337 0 1 0 2 2 2 1.20809530408615
"5443" 0 0.18342299401153 1 1 -3.36615225556646 -1.48458881290032 -3.32244202832267 0 0 0 3 1 2 1.49518482811272
"5444" 1 0.499739397404302 1 2 -2.17575575500666 -1.22168536502006 -1.6021357498552 0 0 1 2 0 2 1.39558216512183
"5445" 1 0.291455552461638 1 2 -2.53633152245822 -1.1391994117504 -1.58840178256287 0 1 0 2 0 1 0.484294166775932
"5446" 0 -0.238683147614234 1 2 -4.46481104000745 -1.98372295001573 -3.78837387924049 0 0 0 2 1 3 0.496787049544988
"5447" 0 0.319255632629288 0 1 -4.14843172704377 -3.02015171049336 -2.84635956665563 0 0 0 2 5 5 2.90986159130581
"5448" 1 0.538957352342027 1 2 -1.64162816097647 -0.730356964172406 -1.26999083304861 0 1 0 1 2 2 1.11558101894188
"5449" 0 -0.244307040637875 1 2 -4.59945670744183 -2.40105080945027 -4.20353942918277 0 0 0 6 0 2 -0.378489015273618
"5450" 1 0.140942725364944 1 0 -2.64463217784875 -2.72880695342116 -4.0970981979459 0 0 0 2 5 5 0.733520020679882
"5451" 0 0.0737007610160234 0 0 -4.50670148620415 -4.78535138409297 -4.48516774238368 0 0 0 7 5 3 1.37548584270777
"5452" 0 -0.0317371965330213 1 1 -3.75360518198566 -1.56099773238951 -3.56929914241298 0 0 0 3 0 4 1.79839881510046
"5453" 0 0.280047533749384 0 1 -4.38422181525996 -2.97544773453451 -3.1248887900546 0 0 0 4 0 4 2.57958799690487
"5454" 1 0.441994796446147 0 0 -3.3661040685126 -4.19122476924506 -3.09182245628554 0 0 0 4 9 3 1.35178229817853
"5455" 0 -0.0281634507700454 1 0 -3.55457022441898 -3.0850799161982 -4.96324007814496 0 0 0 4 2 3 0.950691510421751
"5456" 1 0.526733699909295 0 1 -3.21208031784509 -2.24732216171034 -1.77865658995944 0 0 0 1 1 4 1.53523874752247
"5457" 1 0.347718451990903 0 2 -3.61537080818532 -3.15120692331651 -1.89616829684838 0 0 0 0 3 0 1.13785868909606
"5458" 0 0.270910389765252 0 2 -4.42513939691165 -3.40609300838665 -3.10747166498464 0 0 0 3 5 2 2.37405985533369
"5459" 0 -0.0154291846144303 1 2 -3.66676975968303 -2.22288108641733 -3.15035301666282 0 0 0 3 2 1 1.14757444537682
"5460" 0 -0.0794562050618443 1 0 -3.89999902102886 -3.20166837532483 -5.19943562038686 0 1 0 2 4 9 0.533249360022027
"5461" 1 0.227054601595501 0 0 -3.78853051425379 -4.26919164004011 -4.22769428057515 0 0 0 5 2 4 -0.112727542923608
"5462" 0 0.10691341097075 1 1 -3.71836731421788 -1.9748848096837 -3.32634261824904 0 0 1 2 2 4 1.69230942279548
"5463" 1 0.344548772054836 1 2 -2.23695706660732 -1.20720972992812 -2.21618630976428 0 1 0 3 1 5 -0.109829263272727
"5464" 1 0.34984310915113 1 1 -2.42134430387225 -0.623354699091381 -2.59995349741258 0 1 0 1 0 1 0.163856499757257
"5465" 1 -0.0169976470469776 0 0 -4.27472328462262 -4.34217956382735 -4.37685515070525 0 0 0 5 2 6 -0.668617591596284
"5466" 0 -0.0902507237594919 0 0 -4.98024574177426 -5.09980068051466 -4.90148678250158 0 0 0 3 8 8 0.224036924721229
"5467" 1 0.451824204783046 1 0 -2.08074898610115 -2.43630690239629 -3.36303929309738 0 0 0 2 0 3 0.699270224733002
"5468" 0 0.0337814550425316 1 1 -3.66190213941686 -1.51998760503969 -3.54696491528921 0 0 0 5 2 4 0.74560353120811
"5469" 1 0.408922450856687 0 2 -3.54927526194863 -3.08010666884598 -1.5766810014601 0 0 0 4 2 0 0.822853127511743
"5470" 0 0.2236950838232 1 1 -3.3755191209477 -1.28398974783988 -3.28458014215925 0 0 0 3 1 5 2.42583422653024
"5471" 1 0.65137049131639 0 1 -3.02509052213585 -2.18706686114202 -1.39594368759089 0 0 0 5 4 1 1.83706170025594
"5472" 1 0.985332714355114 0 2 -2.25443476932873 -2.57085777820519 -0.257096028301828 0 0 1 4 2 0 3.6416660675409
"5473" 1 0.513446816776428 1 2 -1.52568011881132 -0.90029995346392 -1.79767629677263 0 1 0 3 0 0 1.2812140491686
"5474" 1 0.435817824820007 0 1 -3.54009891922316 -2.18187137319467 -2.46491142033478 0 0 0 1 1 1 0.0951989700070989
"5475" 0 0.210623385731074 0 1 -4.34003849910527 -3.0956134831397 -3.33213609185111 0 0 0 3 1 5 1.31505117682302
"5476" 1 0.792658565977435 1 2 -1.09761971988402 -1.01395738720412 -0.981619740246727 0 0 0 1 0 1 2.18172674575934
"5477" 0 -0.115794008299042 0 2 -4.96309376694485 -3.81338247131836 -3.89699054936429 0 0 0 4 2 1 0.605178294881333
"5478" 0 0.0522525917292668 0 1 -4.74897930680793 -2.8174652958517 -3.32927377608493 0 0 0 6 5 5 1.97893493233047
"5479" 0 -0.00627405849615553 0 0 -4.92621537166113 -5.1052757453329 -5.07279676513507 0 0 0 4 9 5 0.585206631589771
"5480" 0 0.25111974700249 0 2 -4.55117148736906 -3.27624831568885 -2.76555828764528 0 0 0 2 3 5 1.65076168821999
"5481" 0 0.12172935139543 1 0 -3.4286735625134 -3.66223429293756 -4.65292861002731 0 0 0 0 3 4 1.5249564641271
"5482" 1 0.590051532946039 0 2 -2.52644798621618 -2.95194523954482 -1.45238073990263 0 1 0 8 1 2 1.43162284512617
"5483" 0 -0.0531523292493713 1 2 -3.95599082509956 -2.27023064942748 -3.64793328512616 0 0 0 5 2 0 0.931232081221029
"5484" 1 0.699738020994148 1 1 -1.48391664157121 -0.494138217399149 -1.68000245752286 0 1 0 1 0 2 1.54980980821092
"5485" 1 0.538367607208596 1 0 -1.76442192380334 -2.65744579755058 -3.52879139856215 1 0 0 2 6 0 0.639818809549712
"5486" 0 -0.242470523468576 0 1 -5.25119316819573 -3.1796874223663 -4.25699737930667 0 0 0 5 1 4 0.790899014496011
"5487" 1 0.520691495645751 0 1 -2.8993891075517 -2.25228399546279 -1.95800779015275 0 0 0 3 0 3 1.56056277784705
"5488" 0 0.0838105428015991 1 2 -3.55007691019501 -2.32683426173263 -2.91478776472213 0 0 0 8 2 2 2.05552738346941
"5489" 1 0.16975785063456 0 0 -4.13741732148295 -3.90366863040953 -3.98732527917233 0 0 0 3 2 3 0.412648983228824
"5490" 1 0.804969018828325 1 1 -0.792916988296448 -0.316738974008214 -0.963824015416113 0 0 1 1 0 1 2.39146721882403
"5491" 1 0.572328000906576 1 1 -1.66459464130898 -0.443632255095692 -1.56142797360915 0 0 0 1 1 1 0.740158400723094
"5492" 0 0.190508771678139 1 0 -2.83678069529841 -3.14808648998923 -4.37444748897816 0 0 0 0 2 5 2.55109214829412
"5493" 0 -0.060105011650599 1 2 -4.20090047389617 -2.03037221376079 -3.6359032413264 0 0 0 2 5 4 1.26514187478482
"5494" 1 0.198127444967605 1 0 -2.55786143679477 -2.61009405979233 -3.79637820943376 0 0 0 4 5 6 -0.0849087022591455
"5495" 1 0.646234684393222 1 1 -1.95185709245322 -0.341729853976437 -1.64241046811352 0 0 0 3 0 3 1.01798308831584
"5496" 0 -0.0590521053129247 0 0 -5.04534383417676 -4.82561086696112 -5.38530023734976 0 0 0 4 3 1 1.29924254668252
"5497" 1 0.432342589814937 1 0 -2.02604888234806 -2.70078324529092 -3.33418463879904 0 0 0 5 3 2 0.578133274838908
"5498" 1 0.178152129282986 0 1 -3.80739897868982 -2.60197254668117 -2.8148207548381 0 0 0 1 4 2 -0.412231550941514
"5499" 1 0.444652332435188 1 2 -1.93042566557978 -1.17316131230452 -1.55041149936748 0 1 0 2 2 1 1.2496711969818
"5500" 1 0.496993128995514 1 1 -2.04262936986619 -0.157371840532743 -2.03911121648102 0 0 0 0 0 1 2.1217574061365
"5501" 0 -0.240066446309644 0 0 -5.10615480602193 -4.75942949038859 -4.91537302665912 0 0 0 4 4 1 0.935412062180821
"5502" 0 0.0220130355632342 0 2 -5.09073476123564 -3.43490679417661 -3.2053606727196 0 0 0 8 2 6 1.68972308799558
"5503" 1 0.413372931522675 1 2 -1.99514997669539 -0.828260612676793 -2.12022700895346 0 1 0 3 0 0 1.58503643343341
"5504" 0 -0.0076626267668764 0 0 -5.24671082773675 -4.7214917435596 -4.76147704718596 0 0 0 6 3 6 0.830236837629834
"5505" 1 0.387960132697921 0 1 -3.4980187156734 -2.43463977504923 -2.02977823637004 0 0 0 4 1 5 0.507526705509823
"5506" 0 -0.177827557264124 0 2 -5.48558809623357 -3.937066632015 -3.86530139329221 0 0 0 5 5 2 0.485764696149597
"5507" 0 -0.0541748444430431 0 2 -5.14895008875754 -3.50748480972837 -3.39081284873657 0 0 0 3 4 6 0.279950950549247
"5508" 0 -0.0405883322258644 0 0 -5.12875194687794 -5.15660442695763 -5.21847398352248 0 0 0 4 6 6 1.09358109785538
"5509" 0 0.117263488331367 1 2 -3.50816507410929 -2.50381675495719 -3.19496032115665 0 0 1 5 1 5 0.97883046120086
"5510" 1 0.476379633677587 1 1 -2.02293366266208 -0.914057915228178 -1.79954583834032 0 0 0 1 0 3 0.402091658686746
"5511" 0 -0.247788057636425 0 1 -5.46117157198646 -3.00840351234102 -4.20757676804212 0 0 0 4 5 4 0.0508826343632607
"5512" 0 -0.0889979365225087 0 2 -5.28583503218907 -3.71066104414535 -3.56539352886003 0 0 0 7 3 4 1.00565166887254
"5513" 0 0.424896504775575 1 2 -2.77822742356527 -1.75941954308531 -2.47505480475033 0 0 0 1 1 2 2.34501363982512
"5514" 0 0.296623854050943 1 1 -2.65550791743717 -1.35980543558793 -3.14333179046405 0 0 0 1 0 2 2.10226449498476
"5515" 0 0.132142190025206 1 0 -3.66533026675026 -3.20779622276148 -4.88256131627191 0 1 0 6 2 6 2.13664797815515
"5516" 0 0.0996761292859994 0 2 -4.98713887891974 -3.56985988202685 -3.43617153730996 0 0 0 4 5 2 0.784055290580453
"5517" 1 0.662096521021518 1 2 -1.56848475619032 -0.556015482434493 -0.768714059870618 0 1 1 1 0 0 1.8095683741802
"5518" 1 -0.0225283201697004 0 1 -4.0470306797027 -2.7048759411536 -3.11628421389353 0 0 0 3 4 4 -1.21560597488651
"5519" 1 0.544519219284207 0 0 -3.03714288884694 -4.10952668705374 -2.94862518108912 0 0 0 3 4 4 1.52168456496789
"5520" 1 0.209072161475946 1 0 -2.30196720525159 -2.57991401526938 -3.90890435748046 0 0 0 2 2 5 0.364852545173547
"5521" 0 -0.0626667092128767 0 2 -5.12130374567891 -3.8574795137969 -3.34282848521729 0 0 0 8 5 3 1.0295830755726
"5522" 0 -0.193190306996646 0 0 -5.23307912214552 -4.5699607257265 -5.35660502557162 0 0 0 5 3 8 0.516748647324536
"5523" 1 0.581584330427466 1 1 -1.40755712768488 -0.467078354256507 -1.58408003254497 1 0 0 1 1 4 1.43381228339354
"5524" 0 0.423443704157679 1 2 -2.7244645195087 -1.79264335755275 -2.36424066950556 0 0 0 6 0 1 2.83180934829636
"5525" 1 0.209357590285267 1 1 -2.62893021793492 -0.97699135647872 -2.83479005646869 0 0 1 1 3 2 0.170370317283172
"5526" 0 -0.0713249671519683 1 1 -3.93073770143987 -1.42462079947086 -3.699767136107 0 0 0 6 1 4 0.755240703012329
"5527" 1 0.782425479006734 1 2 -1.28400536934413 -0.8861706897263 -0.943975374923637 0 0 0 2 1 0 2.24251959234451
"5528" 1 0.486721454258005 0 2 -3.12828993793434 -2.50858548121139 -1.55316318989209 0 0 0 7 5 1 1.06505622746021
"5529" 0 -0.154587539615531 1 1 -4.57779739277556 -1.31766919640831 -3.69525906355102 0 0 0 6 0 3 0.136699684680392
"5530" 0 -0.499273024653443 0 0 -6.08901122255487 -5.04540321993777 -5.88346967693222 0 0 0 8 3 9 -0.871606348118977
"5531" 0 0.0724029714991299 0 1 -4.5784889642301 -3.26077068483773 -3.57770856538918 0 0 0 3 5 5 1.81578011210699
"5532" 0 -0.406109654716467 0 0 -5.56003368672787 -4.87481513216934 -6.09274874245141 0 0 0 7 6 7 0.108152430072848
"5533" 0 -0.297821655608795 1 2 -4.47798976986594 -2.15027344363742 -3.84479615057948 0 0 0 2 1 1 0.277002531584665
"5534" 0 0.0963885520021026 0 0 -4.80749361649123 -4.87595430665697 -4.75907356917872 0 0 0 4 2 6 1.63934613756865
"5535" 0 -0.128502795018327 0 2 -5.17009648572323 -3.50972089622911 -3.86381577155847 0 0 0 8 6 4 1.03929481352613
"5536" 0 -0.0943216378438168 1 0 -3.65672530937907 -3.47506509120709 -5.04341587370932 0 0 0 4 5 3 0.913959646122004
"5537" 1 0.439539405484337 1 1 -2.07669918049042 -0.345256323852636 -1.75849952994697 0 1 0 2 1 4 0.64990535928089
"5538" 0 0.0779638704700202 1 1 -3.21493574627237 -1.6118777210308 -3.53340490381136 0 1 0 3 3 12 0.923340166180059
"5539" 1 0.765802023809084 0 1 -2.53726382769826 -2.08934590991325 -0.984825729871512 0 0 0 0 4 1 2.32440073717972
"5540" 0 0.186355895990212 1 0 -3.37833925708732 -3.41378520285837 -4.14677880456499 0 0 0 7 6 7 1.01985325286053
"5541" 0 0.0995730160621153 1 0 -3.70330997813474 -3.70798365841163 -4.74905246246461 0 0 0 4 2 6 1.31900320294979
"5542" 1 0.50696857639979 1 2 -1.81784804568301 -0.914987200280783 -1.67205327417103 0 1 0 2 0 1 1.88428957706967
"5543" 0 0.0926574063145573 1 1 -3.42827916838765 -1.65266344675615 -3.40606006955261 0 0 0 2 1 4 1.19784176447691
"5544" 0 -0.536417434560185 1 1 -4.88671551455653 -1.85274000281532 -4.75867398705056 0 0 0 7 1 5 -1.31904947574739
"5545" 0 -0.176311439055818 0 2 -5.30980523434988 -3.60091320562335 -3.64025344605407 0 0 0 7 7 7 0.728204472703996
"5546" 1 0.312416303353705 1 1 -2.46232530007 -0.647755531285086 -2.1621789101885 0 0 0 0 1 1 0.627678509063804
"5547" 0 -0.144539960454251 1 2 -3.63881587128782 -2.07771296137709 -3.72138052642372 0 0 0 7 3 4 1.0451869966325
"5548" 1 0.480928371346219 1 1 -1.82254389574557 -0.664982353723543 -2.02105494443156 0 0 0 1 0 2 1.28391267708477
"5549" 0 -0.213755550745559 1 0 -4.00685292435818 -3.70008081158667 -5.32193307183244 0 0 0 4 0 8 -0.446298178403425
"5550" 1 0.294401467469655 0 1 -3.65395363755917 -2.60214383195698 -2.33149393781196 0 0 0 2 2 1 0.632367484430142
"5551" 0 -0.0912015573438598 1 2 -3.43922547409501 -2.07585898913894 -3.43188729578913 0 1 0 5 3 1 1.23253033764022
"5552" 1 0.475732674059368 1 2 -1.69391472888501 -1.33307939457069 -1.66135510222459 1 0 0 3 2 2 0.649719706974497
"5553" 1 0.355583789894167 1 1 -2.25134021012589 -0.591665185722205 -2.04301892966629 1 0 0 5 1 7 0.333705976399556
"5554" 0 -0.36979981382931 0 0 -5.32046716252612 -4.9449706621318 -5.56408627798115 0 0 0 10 5 7 -0.449837211076942
"5555" 0 -0.19428401124827 0 2 -5.15551944176034 -3.89834908181871 -3.51365034302204 0 0 0 4 4 7 1.08092138747269
"5556" 0 -0.0414187818387547 0 2 -4.81274164530586 -3.55291625038411 -3.42067449323025 0 0 0 8 5 0 0.711713826386473
"5557" 0 0.253768910276946 0 2 -4.67435228652845 -3.4763679617748 -2.7996695719093 0 0 0 3 1 5 2.76226880707433
"5558" 0 -0.125935301549433 1 0 -3.96881247564568 -3.55718586789563 -5.10781520010493 0 0 0 4 1 5 0.167465086665327
"5559" 0 -0.119219006375827 0 0 -5.39324398104683 -5.21779135616901 -4.97170326277236 0 0 0 6 4 1 0.190841948097988
"5560" 1 0.230019152704208 1 1 -2.37568143000313 -0.442053737578535 -2.44107514067759 0 0 0 3 0 2 0.361326653755733
"5561" 0 -0.178809636887927 1 0 -3.97159488490206 -3.4767073496675 -5.39622817598393 0 0 0 2 4 4 0.447611692015396
"5562" 0 -0.318132623186452 0 1 -5.68744507302792 -3.00078059058246 -4.28842905295935 0 0 0 4 3 6 0.136716049807054
"5563" 1 0.507068532214018 0 1 -3.01182132258385 -2.26512978610195 -1.57013772601028 0 0 0 8 3 1 1.0918701689997
"5564" 0 0.176531487931278 0 2 -4.68359290083413 -3.94702641267458 -3.17625752820036 0 0 0 7 2 3 0.939011603003881
"5565" 1 0.408858628542493 0 2 -3.52911715395672 -2.95330849526776 -1.38712996939848 0 0 0 6 1 1 0.0963424941543584
"5566" 1 0.807695392673073 1 2 -1.12566111525509 -0.884947023906159 -0.432964272396356 0 1 1 2 3 0 2.07122453745874
"5567" 0 0.155900127961623 0 2 -4.35716845120012 -3.77388852350209 -3.0159149848834 0 0 0 2 3 4 1.56538718485145
"5568" 0 0.0288727573968015 1 2 -3.72815233749696 -2.42306403350461 -3.35735798675836 0 0 1 2 2 1 0.766767013354618
"5569" 1 0.459359048361274 1 2 -1.92266300611714 -1.14639139680951 -1.60296693132215 0 1 0 1 2 0 2.087155975731
"5570" 0 -0.196709663780563 0 0 -5.10337040720046 -5.03455180307062 -5.55409409902157 0 0 0 5 8 7 0.616925166578773
"5571" 1 0.37089875416716 0 1 -3.62927110099712 -2.32426843451545 -2.05215980629701 0 0 0 1 3 0 0.134228686459555
"5572" 1 0.579776747175432 0 1 -3.19239501099464 -2.23373341068488 -1.30747497751868 0 0 0 4 1 2 2.42927920079675
"5573" 1 0.761257280958017 0 1 -2.07566690980569 -2.35441514630371 -1.53079444530289 0 0 1 2 1 3 2.04113653001108
"5574" 1 0.328693320701134 1 2 -2.14045216474884 -0.824702635800858 -1.75108742691001 0 1 0 3 1 0 0.87202098442236
"5575" 0 -0.12780224905755 1 1 -4.14648161007172 -1.64028540756895 -3.90592600058625 0 0 0 5 5 6 0.422015848600985
"5576" 0 -0.278898195490536 0 0 -5.55181641119747 -4.98292892254793 -5.6283615920779 0 0 0 6 4 6 -0.422548118734769
"5577" 0 -0.0866182735557744 1 2 -4.20402878210937 -2.24092553749578 -3.42759176045155 0 1 0 2 3 5 0.369403786170987
"5578" 0 -0.145815134089648 1 2 -4.20725752698627 -2.23646592623952 -3.77270980122429 0 0 0 4 2 2 -0.905487772873576
"5579" 1 0.353445838537642 0 0 -4.04663708302032 -3.91018565350407 -3.56894814056629 0 0 0 5 3 4 0.0736712426216
"5580" 1 0.4083978817003 1 1 -2.60336514610229 -0.131037205839289 -2.4325945228682 0 0 0 1 1 1 0.895221297834668
"5581" 0 -0.0814001659067853 0 1 -5.35675973530018 -2.92410184758838 -3.72034203964541 0 0 0 2 4 5 0.223467596143292
"5582" 0 -0.24217305313194 0 1 -5.17074642879472 -3.19545345055085 -4.18907157774116 0 0 0 6 2 4 0.381256901250105
"5583" 1 -0.0176148291896089 1 1 -3.34660858159086 -0.915155557103845 -2.89519892703375 0 0 0 3 1 3 -1.08298234190004
"5584" 1 0.696495692077409 1 1 -1.52831188777351 -0.708192332354875 -1.44564137332767 1 0 0 3 1 3 2.33998074665304
"5585" 1 0.313592689822542 1 0 -2.48079419169421 -2.42662213561835 -3.43810711985905 0 0 0 1 3 5 0.0402282250762277
"5586" 0 -0.235777529905139 0 0 -5.2430436837529 -4.95468052768917 -5.08801804747019 0 0 0 4 13 3 0.111042072299113
"5587" 0 0.104053321539441 0 0 -4.3518958071791 -4.77158847939344 -4.8264026763252 0 0 0 2 7 3 1.36432025281495
"5588" 0 -0.538180250120028 0 1 -5.81965441149695 -3.43570030416017 -4.85179182634604 0 0 0 5 6 4 -2.22292969169287
"5589" 0 -0.0544816968227038 0 1 -4.70480418442222 -3.39578825284257 -4.06798139200005 0 0 0 6 4 4 1.59974673159652
"5590" 0 -0.0669085845239232 0 2 -5.42911453275485 -3.98007350997123 -3.57191618332054 0 0 0 6 2 4 0.492613270961708
"5591" 0 -0.138381279332063 1 0 -4.11447145882765 -3.97051128856967 -4.96140553015187 0 0 0 2 2 7 0.757214086886391
"5592" 0 0.0509341104438137 1 1 -3.80990318306525 -1.75770142057613 -3.76084946100105 0 0 0 5 0 1 1.46945664983769
"5593" 0 -0.193477253718051 0 1 -5.22095172879582 -2.7463929307405 -3.84960260362065 0 0 0 1 3 2 0.776053466831161
"5594" 0 -0.0578273848918862 1 1 -3.93364823114055 -1.71630090544092 -3.86808718999513 0 1 0 2 2 3 0.163516938530212
"5595" 1 0.328508052108547 1 0 -2.35668964892662 -2.64937141466974 -3.57074730297383 0 0 0 3 3 1 0.309085500313942
"5596" 0 -0.207469745815814 1 1 -4.10484925248664 -1.64231750175282 -4.07745422865997 0 1 0 4 2 4 0.54113376348016
"5597" 1 0.58041288459782 0 1 -3.35566243575862 -2.3966696615557 -1.59194102832945 0 0 0 2 3 0 1.18818144011874
"5598" 1 0.322306530351519 0 1 -3.69720508937893 -2.56165489940488 -2.54196328156466 0 0 0 4 4 3 0.421566095198982
"5599" 1 0.35432628968695 1 0 -2.17515011310879 -2.61620767298017 -3.2870569189628 0 0 0 3 1 2 0.857897149969748
"5600" 1 0.300171561133051 0 2 -4.09737564433093 -2.80882002514863 -1.95193156833331 0 0 0 2 6 3 0.410958361969361
"5601" 0 -0.19343392869559 0 0 -5.43500788258003 -5.11526062425075 -5.08256272613043 0 0 0 6 9 4 0.00263636430545411
"5602" 0 -0.305315761825845 0 1 -5.72867373079427 -3.46195117404583 -4.40356413706855 0 0 0 3 0 6 -0.760713428573384
"5603" 0 0.345789033955988 0 2 -4.38738453434984 -3.7062138663857 -2.48168065311018 0 0 0 10 2 1 2.46494241111821
"5604" 0 -0.319186224736455 1 2 -4.19780662478839 -2.24983491169357 -4.03489742516708 0 0 0 5 5 3 0.656439107530815
"5605" 1 0.508579374055438 1 1 -1.65235169604997 -0.201661892504688 -1.7409549416396 0 0 1 0 1 3 1.58576821090733
"5606" 0 0.07973023825666 0 1 -4.27004903310251 -3.03660268941899 -3.76406120323623 0 0 0 3 4 5 1.96889260649353
"5607" 0 -0.280635627150094 1 1 -4.63249399952269 -1.52645935742163 -4.06952253780928 0 0 0 5 0 2 -0.0542691910218966
"5608" 1 0.329164699551772 1 2 -2.71285553807141 -1.14923986891377 -2.31198294501256 0 0 0 2 1 2 0.246687737845221
"5609" 0 -0.456085979447822 0 0 -5.78436588697212 -4.8103303406797 -5.77571649516085 0 0 0 7 5 5 -0.636014912966605
"5610" 1 0.406292283312129 0 1 -3.4102064431125 -2.28575299604315 -2.16571768840974 1 0 0 4 6 3 0.563921677705707
"5611" 1 0.696506803237722 1 2 -1.62135549726687 -1.00403385929755 -0.667591052525307 0 1 0 1 2 0 1.67714554203313
"5612" 0 -0.257227874828903 0 0 -5.28852783223006 -5.0289263321512 -5.42013827196546 0 0 0 6 5 6 -0.0451877051180816
"5613" 0 0.298802691777629 0 2 -4.51282232455288 -3.52098519724151 -2.84898109121329 0 0 0 4 2 1 2.17204303042455
"5614" 0 -0.0256688981987106 0 0 -4.69154486109305 -5.04529882242434 -5.13446350001898 0 0 0 6 3 5 0.81416939956037
"5615" 0 -0.0789307036238312 1 1 -3.88614168395786 -1.48802205610456 -4.11226957042435 0 0 0 4 3 2 0.294943676075203
"5616" 1 0.712836859016496 0 2 -2.6906002580494 -2.84273060323701 -1.17040229685431 0 0 1 3 1 0 1.80739540126314
"5617" 0 -0.13292850264852 0 0 -5.32699516026154 -4.70828224749478 -5.55862620076641 0 0 0 3 7 7 0.964042578955745
"5618" 0 -0.190115722352442 1 2 -4.32901432004284 -2.12066651847908 -3.59018773101283 0 1 0 6 3 4 0.97622717648749
"5619" 0 -0.1225411304808 0 0 -4.86539808532083 -4.8721233098778 -5.23925772970245 0 0 0 2 5 5 0.395800229107402
"5620" 0 -0.594483392945273 0 0 -6.10942138096419 -5.01587852008153 -6.38573302616874 0 0 0 8 4 6 -1.5089067951273
"5621" 0 -0.524947907804596 0 1 -6.19718799705589 -3.06328159244291 -4.88397400625515 0 0 0 4 2 7 -1.12140888743797
"5622" 0 0.365972224704208 1 0 -2.82878568105398 -3.19902600855508 -4.07165699560204 0 0 0 2 4 2 3.04807118289782
"5623" 1 0.52079805451416 0 2 -2.85580632981919 -3.07039354805931 -1.42447059796029 0 0 0 4 7 1 0.727072039319554
"5624" 0 -0.495867217495231 1 0 -4.55194016293918 -3.78350830130389 -6.10440894635361 0 0 0 4 4 9 -0.569354454841756
"5625" 1 0.490858150396328 1 1 -1.94762687779927 -0.488417231359663 -1.78071657110639 0 1 0 3 0 1 1.79800216920008
"5626" 0 -0.193801903841749 1 1 -4.11234357712932 -1.56637661714995 -4.38401710206896 0 0 0 4 3 4 1.17095491934314
"5627" 1 0.277709706274313 1 2 -2.38005187686519 -1.12519044246422 -1.97369813133721 0 0 0 3 2 3 0.742231866026975
"5628" 0 -0.00273161680469367 1 2 -3.73306591763967 -2.39076077942475 -2.95940609160978 0 0 0 4 1 7 1.6878134531512
"5629" 0 -0.0542730178009649 0 1 -4.80214676329871 -3.08746668834446 -4.05011790802518 0 0 0 11 2 3 0.314382073414051
"5630" 0 0.0836742464618327 0 2 -4.58809503240843 -3.72097896451275 -3.82009539543086 0 0 0 3 3 6 1.44025087358991
"5631" 0 -0.0554807784207827 0 2 -4.72487272022047 -3.79623315579252 -3.66053935636832 0 0 0 5 4 4 1.38792861350095
"5632" 0 0.112454052127138 1 2 -3.44452552075062 -2.0857513561103 -3.04608000214525 0 0 0 2 2 6 1.43445489445721
"5633" 1 0.551014540701287 1 2 -1.56002891971767 -0.931698915441834 -1.37282164491314 0 1 0 0 0 0 1.53188948267479
"5634" 0 0.0858451197155287 1 0 -3.37808792208209 -3.46687211392906 -4.85007911358735 0 0 0 2 4 9 1.30470197055611
