"A" "L_bin" "L_cat" "M_cont" "M_bin" "M_cat" "contY_binMcontM_EMint" "contY_catMbinM_EMint" "contY_catMcontM_EMint" "binY_binMcontM_EMint" "binY_catMbinM_EMint" "binY_catMcontM_EMint" "countY_binMcontM_EMint" "countY_catMbinM_EMint" "countY_catMcontM_EMint" "C"
"5408" 0 0 0 -0.274685268479802 1 1 -3.75234978974752 -1.80755237774612 -4.03061502658693 0 0 0 4 4 3 -0.0338276453224167
"5409" 0 1 2 0.454465691382722 0 2 -3.50472878828535 -3.0655452046276 -1.97215683309868 0 0 0 1 2 2 1.9794206246238
"5410" 1 0 1 0.607033258832555 1 0 -1.22768556595924 -2.391018808143 -2.47285291681301 0 0 0 0 0 2 0.00130998404530502
"5411" 0 1 1 0.0610241510055802 1 2 -3.09813758047689 -1.91213665389868 -2.70803672361686 0 0 0 2 1 3 -0.992111200775192
"5412" 0 0 1 0.249023100279578 1 1 -2.86361271279632 -0.870586144930814 -2.95963269563895 0 0 0 4 2 3 1.08588809235668
"5413" 0 1 2 0.188501626199828 1 1 -2.77550005517511 -1.32201818811118 -2.95284525537023 1 0 0 1 1 3 0.260227071759305
"5414" 1 0 2 0.414803256653044 1 2 -1.79310775954559 -1.31128046130181 -1.84034717612161 0 0 0 5 1 1 -0.759014714498532
"5415" 0 1 1 0.490948319549566 1 2 -2.27596643386618 -1.1807197309307 -1.78593693362076 0 0 0 4 3 0 1.03117378374747
"5416" 0 0 0 -0.0664354508822394 1 1 -3.71793843378721 -1.48433612421413 -3.91633412821094 0 0 0 9 2 1 0.953251192993683
"5417" 0 1 1 0.337692008877885 1 0 -2.65620446740411 -2.66799811719345 -3.7780273369591 0 1 0 3 4 2 1.00494084977094
"5418" 1 0 1 0.563691896964329 1 1 -1.54382367936705 -0.291669827135598 -1.59297785206008 0 1 1 2 0 2 -0.120100434112989
"5419" 1 1 2 0.62416573352072 1 2 -0.634599402998883 -0.75847223115038 -0.831006107477185 0 0 1 0 0 1 0.920785036058028
"5420" 0 0 2 0.453149334054384 0 2 -3.76900213153874 -3.28718025815832 -2.04674645142502 0 0 0 5 4 0 1.94910212141966
"5421" 0 0 2 0.227255344820895 0 2 -4.32334450386456 -3.49759602325918 -2.45109405976333 0 0 0 3 1 1 1.05598728371066
"5422" 0 0 1 -0.220538603771474 0 1 -4.99249031120606 -2.87492778177773 -3.93369606468895 0 0 0 5 3 2 -0.754573016857187
"5423" 0 1 0 0.391056689774071 0 0 -3.5445942363641 -4.24403723532486 -4.00460085127098 0 0 0 2 2 2 2.36606627408174
"5424" 0 0 2 0.0188681048140702 1 1 -3.61292250541374 -1.29645428332432 -3.36764659729033 0 0 0 7 1 3 0.403602219515548
"5425" 0 1 2 0.888633357312986 0 2 -2.70774238938858 -3.23338372187601 -1.16410342451396 0 0 0 1 4 1 3.38348817309616
"5426" 0 1 2 0.370765490721341 1 0 -2.55943320135351 -2.93139480230215 -3.67560709720589 0 0 0 1 1 4 0.91911617426748
"5427" 0 0 0 -0.0912764370689142 0 2 -5.28632842990304 -3.87433099538434 -3.51729687999729 0 0 0 4 8 2 0.127338918715819
"5428" 0 1 0 0.270080509613239 0 2 -3.99790566072187 -3.52648519276956 -2.31986245388146 0 0 0 2 3 4 1.7679322011292
"5429" 1 1 1 1.0081076542843 1 2 -0.334941128227771 -0.47201998850599 -0.0287684782952391 1 0 0 0 0 0 0.918605525211921
"5430" 0 0 2 0.169256371525717 0 2 -4.44461761468219 -3.47675709570414 -2.97953956644527 0 0 0 2 2 2 0.846560217799576
"5431" 1 1 1 0.757129084851545 1 2 -0.692841056958194 -0.815758666648378 -0.0789875968392852 0 0 0 0 1 0 0.343704748676664
"5432" 1 1 0 0.488385849199283 0 2 -3.22587440010296 -2.50735471444606 -1.29284955016857 1 0 0 1 3 2 1.63316800933614
"5433" 1 0 2 0.581470467969665 0 1 -2.91532509154704 -2.25643104249452 -1.72951193688141 0 0 0 2 2 1 0.292026518057295
"5434" 0 0 1 0.231171020955934 0 1 -4.10266385226582 -2.99509555921458 -3.04125875237431 0 0 0 5 3 5 1.14782269367933
"5435" 0 1 0 -0.46500874422258 1 0 -4.28079624875921 -3.46717591954746 -5.24608180032189 0 0 0 1 4 4 -0.608608481279749
"5436" 0 1 2 0.142347765980498 1 0 -2.49732967203191 -2.67882619905828 -4.09658467539505 0 0 1 1 4 3 0.725259992064694
"5437" 1 0 0 0.341507114079811 1 1 -2.05632353004028 -0.686937237626425 -2.43989115622452 0 1 0 1 0 0 0.273607785964653
"5438" 1 1 2 0.656699991492542 1 2 -0.93165780693918 -0.683585618506389 -0.807711882849953 0 0 0 1 0 0 0.233791624510315
"5439" 1 1 2 0.831644226346864 1 1 -0.0407370426676305 -0.0370427625909931 -0.741128382605729 0 1 0 1 0 2 1.70395225290007
"5440" 0 0 1 0.420287893688995 1 1 -2.22486358120579 -1.22645979289595 -2.53853527088752 0 0 1 0 2 4 1.47624336928345
"5441" 0 1 2 0.310602446102107 1 1 -2.61798444576119 -1.03687236565371 -2.90761272688355 0 0 0 3 2 7 0.558709491353166
"5442" 1 1 1 0.859819038479816 1 1 -0.0370267323223463 0.358227589809729 -0.525623801485419 1 0 1 0 0 0 1.20809530408615
"5443" 0 1 2 0.38792522454968 1 0 -2.38632340871089 -2.85260341754343 -3.499093439292 0 0 0 1 4 2 1.49518482811272
"5444" 1 1 1 1.02429073692088 1 1 -0.377962038562475 -0.00156242414466054 0.327511535573918 1 1 0 0 0 0 1.39558216512183
"5445" 1 1 0 0.540411180696621 1 1 -1.56645928649648 0.070396002021525 -1.352269080863 0 0 0 0 0 3 0.484294166775932
"5446" 0 1 1 0.350288944454304 0 2 -3.35320284999798 -2.95874421353486 -2.23230989581081 0 0 0 3 2 1 0.496787049544988
"5447" 0 0 1 0.742130422663672 0 2 -3.08431694969875 -3.02101970538835 -1.30835040228483 0 0 1 5 3 3 2.90986159130581
"5448" 1 1 1 0.850673698177546 1 2 -0.199144307452823 -0.355697008201069 -0.106035366325673 0 0 1 1 3 0 1.11558101894188
"5449" 0 1 0 -0.396364037371913 0 1 -5.51450607671972 -3.1637867560346 -4.39585292622578 0 0 0 3 0 8 -0.378489015273618
"5450" 1 1 2 0.824815736594028 1 0 -0.844138627551911 -2.1507951036028 -1.73650038702973 0 0 1 1 3 5 0.733520020679882
"5451" 0 0 1 0.229094829749095 1 2 -2.7729806905446 -1.51782911221252 -2.2781172821973 0 1 0 2 1 5 1.37548584270777
"5452" 0 1 1 0.306548737783744 1 1 -2.40921000437877 -0.712172188653544 -1.9427208600458 0 0 0 3 1 2 1.79839881510046
"5453" 0 0 2 0.507627837301756 1 1 -2.46171762739135 -1.32897435080349 -2.07276082275131 0 0 0 3 2 3 2.57958799690487
"5454" 1 0 2 0.703854058217896 0 2 -2.72428746445285 -2.48741308988861 -1.01878402844441 0 0 1 3 1 1 1.35178229817853
"5455" 0 1 2 0.2490620450478 1 2 -2.43676823511216 -1.71254586675888 -2.63327907230938 0 0 0 1 2 3 0.950691510421751
"5456" 1 0 2 0.813058323932079 1 1 -0.983817178632598 -0.332123989778031 -1.52493875416244 0 0 0 2 0 3 1.53523874752247
"5457" 1 0 1 0.678707871787491 1 0 -1.32953275409902 -2.06114889122836 -1.95966800407266 0 0 0 0 3 3 1.13785868909606
"5458" 0 0 1 0.498591108426105 0 2 -3.30862901321966 -3.49511036656209 -2.02646463203735 0 0 0 3 3 2 2.37405985533369
"5459" 0 1 0 -0.0902907673001244 1 1 -3.58540446755755 -1.02258048435685 -3.71411757792845 0 0 0 1 1 4 1.14757444537682
"5460" 0 1 2 0.186789607889452 1 0 -2.66544708112382 -3.05641445127554 -4.59425337453403 0 0 0 6 1 3 0.533249360022027
"5461" 1 0 1 0.766343352888217 0 0 -2.48977360484132 -4.23639256344705 -2.43268496693093 0 0 0 2 4 2 -0.112727542923608
"5462" 0 1 0 0.086814966971661 0 1 -4.81861786913471 -2.61878675799639 -3.0795443146446 0 0 0 5 3 2 1.69230942279548
"5463" 1 1 0 0.397025153417898 1 1 -1.8925644537759 -0.674193608284924 -1.73087224940593 0 1 0 4 1 4 -0.109829263272727
"5464" 1 1 1 0.74672430521878 1 1 -0.679250949697576 -0.29963971571484 -0.575254451883969 0 1 0 0 0 1 0.163856499757257
"5465" 1 0 0 -0.103850934583279 0 0 -4.52911124607725 -4.34625938602069 -4.3392249132666 0 0 0 6 5 3 -0.668617591596284
"5466" 0 0 0 -0.375959086293712 0 2 -5.77652703584334 -3.53903547973449 -4.25094941127194 0 0 0 8 5 5 0.224036924721229
"5467" 1 1 2 0.697152258940883 0 1 -2.1814328363027 -1.87632286170687 -0.85699442575736 0 0 0 2 0 1 0.699270224733002
"5468" 0 1 1 0.478436567738624 1 2 -2.05880178311017 -1.40777153436577 -1.46285034283778 0 0 0 2 1 0 0.74560353120811
"5469" 1 0 0 0.573452569479357 1 1 -1.84789204378313 -0.476310393344813 -1.41987542577967 0 0 0 0 1 3 0.822853127511743
"5470" 0 1 2 0.696287866690021 1 0 -1.63067158779784 -2.88723129304101 -2.99499581483997 0 0 0 3 4 3 2.42583422653024
"5471" 1 0 0 0.870298783020389 1 0 -1.02052905170532 -2.19868467022367 -2.27339105924717 1 0 1 1 5 1 1.83706170025594
"5472" 1 0 2 1.37831271860054 1 2 0.310105115275769 -0.82482799988308 0.524835753466766 0 1 1 0 0 0 3.6416660675409
"5473" 1 1 0 0.583394806458765 1 1 -1.25018930183814 -0.627259293680776 -1.22526902865243 0 1 0 0 0 1 1.2812140491686
"5474" 1 0 1 0.506043564010331 1 1 -1.27099295797607 -0.636547069974792 -1.92501113594118 0 0 0 0 0 3 0.0951989700070989
"5475" 0 0 0 0.0954545651992792 1 0 -3.52379526578099 -3.41125818616705 -4.70257580001219 0 0 0 5 3 1 1.31505117682302
"5476" 1 1 2 0.984784157706058 1 1 -0.441345903333219 -0.225468585397084 -0.639311040629041 0 1 0 0 0 1 2.18172674575934
"5477" 0 0 2 0.140686448196806 1 2 -3.36014686456411 -2.28856133442602 -2.81448513683001 0 0 0 1 4 4 0.605178294881333
"5478" 0 0 2 0.362297324681551 0 1 -3.76533011142491 -2.62332844119761 -2.45096848422749 0 0 0 6 1 2 1.97893493233047
"5479" 0 0 1 0.321202254881774 0 2 -4.12711168654571 -3.46150345984199 -2.50530385553943 0 0 1 4 4 2 0.585206631589771
"5480" 0 0 2 0.337523403022192 1 2 -2.46870619024891 -1.81757383224976 -2.69818285080557 0 0 0 4 5 3 1.65076168821999
"5481" 0 1 1 0.406547235539404 0 2 -3.73044926896663 -2.97204144253908 -2.01902114156089 0 0 0 2 1 3 1.5249564641271
"5482" 1 0 2 0.941258942688939 1 1 -0.85767914270473 -0.550494112383915 -0.695859905259708 0 1 0 1 1 1 1.43162284512617
"5483" 0 1 2 0.17821967468468 1 2 -2.94943523499506 -1.85225909247729 -2.35788948149733 0 0 0 0 2 7 0.931232081221029
"5484" 1 1 1 0.877777739127644 1 1 -0.31413828696939 -0.0794784995111572 -0.71905687324295 0 1 0 1 0 0 1.54980980821092
"5485" 1 1 1 0.843315464387091 1 2 -0.53947796165382 -0.897853091537622 -0.319162841756139 0 0 1 0 1 0 0.639818809549712
"5486" 0 0 2 -0.0275617705166148 1 1 -3.62929860929621 -1.52055043706323 -4.19770080463365 0 0 0 3 0 4 0.790899014496011
"5487" 1 0 1 0.874526675739408 0 2 -2.07813597913186 -2.59939078144425 -0.492585285586134 0 0 0 3 0 1 1.56056277784705
"5488" 0 1 1 0.677984383211034 1 2 -1.90646237195277 -1.16564674176501 -1.11930951586729 0 1 0 1 0 0 2.05552738346941
"5489" 1 0 0 0.289115135911985 1 2 -1.98326138576795 -1.39288941031453 -1.85731291926884 0 0 0 2 3 0 0.412648983228824
"5490" 1 1 0 0.790741633990699 1 1 -0.693404032824955 0.0262379469272369 -0.540813015652692 1 0 0 1 0 0 2.39146721882403
"5491" 1 1 1 0.721768309568613 1 2 -0.544449297872189 -0.306083975422302 -0.20299051289931 0 0 1 0 0 0 0.740158400723094
"5492" 0 1 1 0.472278586097489 1 0 -1.89798503501375 -2.51736327799882 -3.47057782789732 0 0 0 3 4 1 2.55109214829412
"5493" 0 1 1 0.330326022572318 1 1 -2.23578537313062 -1.02771422035532 -2.29252898300107 0 0 1 3 0 2 1.26514187478482
"5494" 1 1 0 0.294911542223256 0 1 -3.27925328379047 -2.05300761037545 -2.06485142516827 0 0 1 5 0 4 -0.0849087022591455
"5495" 1 1 2 0.848121749060558 0 2 -1.81511070566743 -2.43487983689997 -0.25961780075135 0 0 0 3 2 1 1.01798308831584
"5496" 0 0 0 0.160684923027477 1 1 -3.33637800551166 -1.9790064477865 -3.12203679854998 0 0 0 1 0 5 1.29924254668252
"5497" 1 1 1 0.477370107216303 1 2 -1.24151705230157 -0.512401300465927 -1.01044083146066 0 1 0 0 0 1 0.578133274838908
"5498" 1 0 1 0.451383120467298 1 2 -1.78948292984003 -1.07112501340408 -1.5312451699877 0 0 1 1 2 0 -0.412231550941514
"5499" 1 1 2 0.941350320119503 1 2 -0.678730736089415 -0.628646630724888 -0.392802297736427 0 0 1 0 1 0 1.2496711969818
"5500" 1 1 0 0.893282052634337 1 1 -0.349464145790937 -0.433097474472045 -0.825931132215947 0 0 0 0 0 1 2.1217574061365
"5501" 0 0 1 0.296809591487433 1 0 -2.62517222571121 -2.58325342330176 -3.93220961189365 0 0 0 0 4 4 0.935412062180821
"5502" 0 0 1 0.272669547908265 1 2 -2.54410160794173 -1.64498413673342 -2.77328201477698 0 1 0 5 3 4 1.68972308799558
"5503" 1 1 1 0.89908836080508 1 0 -0.209901563227649 -2.12964745830334 -1.81552648695011 1 0 0 0 0 0 1.58503643343341
"5504" 0 0 0 -0.195028699268053 0 2 -5.07254340224209 -3.54768431900558 -3.33618332422566 0 0 0 7 3 5 0.830236837629834
"5505" 1 0 2 0.59303652481197 1 2 -1.56717403038768 -0.905698501765887 -1.36078392754696 0 0 0 4 0 3 0.507526705509823
"5506" 0 0 0 -0.0465458939296635 0 0 -5.22084924108839 -5.04521179021678 -5.04964679856001 0 0 0 3 4 4 0.485764696149597
"5507" 0 0 0 -0.169548101787688 0 1 -5.01267139294621 -2.9932981287391 -3.94825616735042 0 0 0 8 3 3 0.279950950549247
"5508" 0 0 2 0.33508508332395 1 1 -3.15345127697452 -1.64541498551593 -2.85894495996927 0 0 0 3 0 7 1.09358109785538
"5509" 0 1 2 0.267286601457668 1 1 -3.02270087233339 -1.10603460015311 -2.65727518374386 1 1 0 4 2 3 0.97883046120086
"5510" 1 1 2 0.603978036012597 1 1 -1.4268974504055 0.0476948943045118 -1.3752213123816 0 0 0 2 0 0 0.402091658686746
"5511" 0 0 0 -0.131355499590583 0 2 -5.04484341160407 -3.76155826429655 -3.92099652414133 0 0 0 5 5 1 0.0508826343632607
"5512" 0 0 0 -0.0334616039835955 0 2 -4.97089193131582 -3.70519724311952 -3.53838953723756 0 0 0 5 2 7 1.00565166887254
"5513" 0 1 2 0.659936136979081 1 0 -1.57153449652296 -2.73986851334637 -2.84759298232586 0 0 0 2 2 8 2.34501363982512
"5514" 0 1 1 0.435044953939559 1 1 -1.97672451849672 -0.877254727755744 -2.17326441879293 1 0 0 1 1 1 2.10226449498476
"5515" 0 1 0 0.183033662713076 1 2 -2.87833562987794 -2.12041725831728 -2.89414636072724 0 1 0 4 3 4 2.13664797815515
"5516" 0 0 2 0.282220843760475 0 2 -4.06186236325799 -3.71558857002476 -2.51274281268261 0 0 0 3 2 3 0.784055290580453
"5517" 1 1 1 1.03313899657645 1 0 0.303634711403123 -1.32532640611796 -1.10729402605423 1 0 0 0 1 2 1.8095683741802
"5518" 1 0 0 0.0450313724818147 1 1 -3.02381947068634 -0.771227573554134 -2.69907012316654 0 0 0 3 1 5 -1.21560597488651
"5519" 1 0 2 0.977922761692159 1 1 -0.749265716007858 -0.228759775800691 -0.5698290160568 0 0 0 1 1 0 1.52168456496789
"5520" 1 1 0 0.353415537312514 0 2 -3.14376604810686 -2.78523424813716 -2.03609416608262 0 0 0 4 0 1 0.364852545173547
"5521" 0 0 0 -0.0461484048310263 0 0 -5.14054664249275 -4.73002840863411 -5.03810931842971 0 0 0 4 8 3 1.0295830755726
"5522" 0 0 2 0.0402805923863555 0 1 -4.29745565943106 -3.00886247297766 -3.47169208871443 0 0 0 7 2 7 0.516748647324536
"5523" 1 1 2 0.864316989295832 1 2 -0.511307773524009 -0.547248693399899 -0.213927926047891 0 0 1 2 1 0 1.43381228339354
"5524" 0 1 2 0.696589538868272 0 2 -2.73878218758987 -2.92643933698938 -1.46376696435241 0 1 0 2 4 2 2.83180934829636
"5525" 1 1 0 0.512576217170422 0 2 -3.25435416557196 -2.95350523703923 -1.52256998485071 1 0 1 2 5 0 0.170370317283172
"5526" 0 1 0 -0.0376234300898233 0 2 -4.49234297363254 -3.27138219523346 -3.2193209104317 0 0 0 5 3 3 0.755240703012329
"5527" 1 1 0 0.724265314139638 0 1 -2.38249312427495 -2.06531142873845 -1.15892951976218 0 0 0 0 2 1 2.24251959234451
"5528" 1 0 0 0.565396364666437 1 2 -1.2908720248118 -1.2239503892597 -1.42385171713521 0 1 1 1 1 1 1.06505622746021
"5529" 0 1 1 0.333469665406685 1 1 -2.11742379867628 -0.617001492243066 -2.60999901585465 0 1 0 1 1 3 0.136699684680392
"5530" 0 0 2 -0.138562098795733 1 0 -3.89481499777008 -3.28477823255602 -5.16534742855595 0 0 0 6 5 4 -0.871606348118977
"5531" 0 0 0 0.203243419917197 0 1 -4.69493252898678 -3.10803391408761 -3.53744178782013 0 0 0 6 1 3 1.81578011210699
"5532" 0 0 2 0.00542564664508929 1 1 -3.46504896820817 -1.86175136396177 -3.68738057132632 0 0 0 4 2 4 0.108152430072848
"5533" 0 1 1 0.224288898424204 0 1 -3.74655342647385 -2.30871717048365 -2.85913462932422 0 0 0 1 2 2 0.277002531584665
"5534" 0 0 2 0.353365639557767 1 1 -2.83989615545299 -1.4325729627825 -2.67434355716527 0 0 0 4 2 2 1.63934613756865
"5535" 0 0 2 0.11393267620152 0 2 -4.30464207906637 -3.73251074052548 -3.25592778561027 0 0 0 5 2 3 1.03929481352613
"5536" 0 1 1 0.186810164961789 0 0 -3.93880679427587 -4.17363692559045 -3.94355308377885 0 0 0 2 3 2 0.913959646122004
"5537" 1 1 2 0.869885479729957 0 1 -1.77946246033871 -1.53757834091565 -0.656450243975113 0 0 1 4 2 0 0.64990535928089
"5538" 0 1 1 0.244300354625692 0 0 -3.77213708270455 -4.1737398706574 -3.90129736415223 0 0 0 12 6 1 0.923340166180059
"5539" 1 0 0 0.75823870122851 0 2 -2.52451624770194 -2.51642977748968 -1.11217458473779 0 0 1 2 2 0 2.32440073717972
"5540" 0 1 0 0.0562064248969692 0 2 -4.51261363804383 -2.98221941734737 -2.83772220390359 0 0 0 7 6 3 1.01985325286053
"5541" 0 1 1 0.395091415884475 1 2 -2.59681910981957 -1.52828389137642 -1.89569319869607 0 0 0 3 1 4 1.31900320294979
"5542" 1 1 0 0.801992662447751 1 2 -0.871400407874831 -1.08738414225056 -0.38576294641438 1 0 0 0 1 1 1.88428957706967
"5543" 0 1 0 0.00293737898451843 0 1 -4.64737616458402 -2.67284340091881 -3.52760905866231 0 0 0 5 3 4 1.19784176447691
"5544" 0 1 0 -0.612232446428131 1 0 -4.75475840638596 -3.19312260484223 -5.91222805370602 0 0 0 4 1 6 -1.31904947574739
"5545" 0 0 2 0.148006365712848 1 1 -3.13450174734023 -1.3228928557536 -3.22217509004079 0 0 0 7 1 2 0.728204472703996
"5546" 1 1 1 0.925639768523715 1 1 -0.381603947942399 0.212988483104092 -0.310118373008344 0 1 1 0 0 0 0.627678509063804
"5547" 0 1 0 -0.0552217366877096 0 2 -4.57711208741497 -3.46120859760607 -3.09551136374203 0 0 0 5 1 4 1.0451869966325
"5548" 1 1 1 0.831814436947838 1 2 -0.567716367217435 -0.582911687124003 -0.397498659567306 0 0 0 1 0 0 1.28391267708477
"5549" 0 1 0 -0.0736321479214012 1 2 -3.83261867784519 -1.93717308049043 -3.21228146481413 0 0 0 6 2 4 -0.446298178403425
"5550" 1 0 2 0.567814790739216 1 2 -1.78007720862639 -1.02029687275127 -1.12117178205511 0 0 0 1 2 3 0.632367484430142
"5551" 0 1 2 0.449208410179486 1 2 -2.26728385081586 -1.56772449257018 -1.8255343703937 0 0 0 0 0 2 1.23253033764022
"5552" 1 1 1 0.855636107899522 0 1 -2.19293440035155 -1.7079669851552 -0.904235984373048 0 0 1 2 2 0 0.649719706974497
"5553" 1 1 1 0.681523493181915 0 1 -2.16492289799476 -1.45418650945463 -1.05233026901536 0 1 1 7 1 1 0.333705976399556
"5554" 0 0 2 -0.0581864110128867 0 1 -4.84970620195499 -2.8984466130884 -3.78054978949803 0 0 0 6 1 5 -0.449837211076942
"5555" 0 0 0 -0.220158658652631 0 2 -5.49463466739344 -3.46393912277515 -4.09839490776772 0 0 0 9 4 5 1.08092138747269
"5556" 0 0 2 0.204883731872973 0 0 -4.18412553301276 -4.64612068592049 -4.13160793583774 0 0 0 1 2 8 0.711713826386473
"5557" 0 0 1 0.580981786624604 0 2 -3.23060074585052 -3.1564536104078 -1.77270148317482 0 0 0 5 7 0 2.76226880707433
"5558" 0 1 1 0.145938302276838 0 2 -4.09449692379733 -2.98113165731595 -2.70531193199064 0 0 0 4 0 3 0.167465086665327
"5559" 0 0 2 -0.0921475267045628 1 2 -3.98365690423722 -1.85710905129587 -3.27527572099008 0 0 0 0 6 2 0.190841948097988
"5560" 1 1 2 0.62962827970827 0 0 -2.30872283410365 -3.60111344608601 -2.48305089027915 0 0 0 2 1 1 0.361326653755733
"5561" 0 1 1 0.248622323409439 1 2 -2.62918716753051 -1.67437082958566 -1.71467022189658 0 0 0 2 2 4 0.447611692015396
"5562" 0 0 1 0.0658435529295014 0 1 -4.28226219530936 -2.71579033122373 -2.95215604408143 0 0 0 6 1 5 0.136716049807054
"5563" 1 0 1 0.852046180351728 1 1 -0.731446661468842 0.115725209561683 -1.02689985320462 0 1 0 0 0 0 1.0918701689997
"5564" 0 0 2 0.281770421417959 0 0 -4.43983965412225 -4.79401420647666 -4.18452202959372 0 0 0 4 5 3 0.939011603003881
"5565" 1 0 2 0.464941318455407 1 1 -1.71641412204803 -0.0866189521919681 -1.60106513048182 0 1 0 1 0 4 0.0963424941543584
"5566" 1 1 1 1.0048595338893 0 2 -1.47619986290541 -1.80989413627712 -0.163296810640541 0 0 0 1 1 0 2.07122453745874
"5567" 0 0 0 0.0355666769805355 0 1 -4.90986850493713 -2.99653521521432 -3.64728359480117 0 0 0 6 4 2 1.56538718485145
"5568" 0 1 0 0.112825082457023 1 2 -3.41997888508197 -1.9093289500726 -2.82052582052218 1 0 0 1 2 3 0.766767013354618
"5569" 1 1 2 0.999399165488854 1 1 -0.547472898929568 -0.113556837716951 -0.35814076714282 1 1 1 0 0 0 2.087155975731
"5570" 0 0 1 0.205417907687847 1 1 -3.06479956923249 -1.50001670421655 -3.10087901533794 0 0 0 4 1 3 0.616925166578773
"5571" 1 0 1 0.623995128943752 1 2 -1.2010772024167 -0.69395731463133 -0.780665932510509 0 0 0 0 0 2 0.134228686459555
"5572" 1 0 1 1.02683448715972 0 1 -1.78543133379738 -1.46702847186955 -0.361066787352786 0 0 0 2 1 0 2.42927920079675
"5573" 1 0 1 0.998905277226955 0 2 -1.95638564729519 -2.65330900721892 0.196273395518636 1 0 0 4 2 0 2.04113653001108
"5574" 1 1 1 0.906521053054156 1 0 -0.192964740303378 -1.57421273245251 -1.49301546545468 1 0 0 0 0 1 0.87202098442236
"5575" 0 1 2 0.16982235459899 0 2 -4.13460516929077 -3.17588195228266 -2.51488724523766 0 0 1 7 1 2 0.422015848600985
"5576" 0 0 0 -0.341879470583915 0 0 -5.59831196959897 -5.12634484019494 -5.7245937989763 0 0 0 7 6 7 -0.422548118734769
"5577" 0 1 2 0.183850418695661 0 0 -4.10999478384359 -4.27167886805116 -4.41308238527889 0 0 0 5 4 3 0.369403786170987
"5578" 0 1 0 -0.272041945205093 1 1 -3.92614142760869 -1.41024255986293 -4.17022078840566 0 0 0 2 1 4 -0.905487772873576
"5579" 1 0 1 0.751260490967578 1 2 -0.757916769762429 -0.905150649934047 -0.917073674770085 1 1 0 1 0 1 0.0736712426216
"5580" 1 1 2 0.898126965950784 1 2 -0.114408667127877 -1.0493902862688 -0.167745189509004 0 0 1 0 0 0 0.895221297834668
"5581" 0 0 1 0.261981604557143 0 0 -3.85253495938552 -4.37382174101319 -4.32256695910235 0 0 0 6 2 1 0.223467596143292
"5582" 0 0 2 -0.000340800818687148 0 2 -4.79606689202449 -3.55316008210367 -3.25855093006067 0 0 0 4 3 4 0.381256901250105
"5583" 1 1 2 0.435999970472839 1 2 -1.73035561025273 -0.659969268654528 -1.49729800345773 0 0 0 2 0 1 -1.08298234190004
"5584" 1 1 1 1.08313077424931 1 1 -0.15855693870612 0.161367242517513 0.00874062641718922 0 0 0 0 1 0 2.33998074665304
"5585" 1 1 0 0.414555999740069 1 2 -1.48042133608622 -0.80257396153963 -1.41600633923396 0 0 0 2 1 2 0.0402282250762277
"5586" 0 0 2 0.117736097394668 0 1 -4.54275555237876 -2.66361849364094 -3.51383714086966 0 0 1 3 3 3 0.111042072299113
"5587" 0 0 1 0.107974899537597 0 0 -4.17723366022577 -4.6136986550962 -4.34865209420704 0 0 0 3 4 5 1.36432025281495
"5588" 0 0 0 -0.782596814809223 1 0 -5.44437457081678 -3.58306737612999 -6.92724810070883 0 0 0 4 6 9 -2.22292969169287
"5589" 0 0 1 0.343552307784327 1 2 -2.97739409883078 -2.06991433771918 -2.38740757273703 0 0 0 2 1 1 1.59974673159652
"5590" 0 0 1 0.129708809239814 1 1 -3.34659765333957 -1.25148073117747 -3.39492192505686 0 0 0 3 0 3 0.492613270961708
"5591" 0 1 2 0.158018275351953 0 0 -4.68607839293616 -4.21231922735416 -4.34515516022548 0 0 0 6 3 3 0.757214086886391
"5592" 0 1 1 0.490301045498845 0 2 -3.47515953867821 -3.15253085979991 -1.83664472260255 0 0 0 1 4 3 1.46945664983769
"5593" 0 0 0 -0.215174699074263 1 0 -3.73370738907417 -3.20134354692816 -5.48801051715417 0 0 0 2 5 5 0.776053466831161
"5594" 0 1 1 0.212495856116651 1 1 -2.73380836443095 -0.963997897189736 -2.75995691733344 0 0 0 2 0 2 0.163516938530212
"5595" 1 1 1 0.677230884652595 0 1 -2.23035582229507 -1.66206179676922 -0.431435884152627 0 0 0 0 1 1 0.309085500313942
"5596" 0 1 1 0.252506567263138 1 1 -2.58780568067917 -0.904008686191504 -2.28569252219994 0 0 0 2 1 0 0.54113376348016
"5597" 1 0 1 0.828651069753684 1 0 -0.905097735999068 -1.85276679752509 -2.13324721468098 0 0 0 0 1 5 1.18818144011874
"5598" 1 0 1 0.58779244521331 1 1 -1.50362849802092 -0.486576342267698 -1.25468296496203 0 1 1 2 1 1 0.421566095198982
"5599" 1 1 1 0.886216810260012 1 0 -0.421017414512148 -1.52484424039931 -1.79180532870357 0 0 0 0 3 3 0.857897149969748
"5600" 1 0 2 0.730266273355054 1 0 -1.09434073310953 -2.21230900282602 -2.62699071212545 1 0 1 2 2 4 0.410958361969361
"5601" 0 0 2 0.0963198137828761 0 2 -4.74188495944157 -3.33438165447837 -3.32560494390409 0 0 0 3 4 1 0.00263636430545411
"5602" 0 0 1 0.0306320447089506 1 0 -3.60681349356972 -3.15399576578203 -4.55326235129403 0 0 0 5 4 3 -0.760713428573384
"5603" 0 0 1 0.551057535044387 1 1 -2.31431030330581 -0.904100914230958 -2.40775678764825 0 1 0 1 0 2 2.46494241111821
