"A_bin" "L_bin_binA" "L_cat_binA" "M_cont_binA" "M_bin_binA" "M_cat_binA" "contY_binMcontMbinA_EMint" "contY_catMbinMbinA_EMint" "contY_catMcontMbinA_EMint" "binY_binMcontMbinA_EMint" "binY_catMbinMbinA_EMint" "binY_catMcontMbinA_EMint" "countY_binMcontMbinA_EMint" "countY_catMbinMbinA_EMint" "countY_catMcontMbinA_EMint" "C_cont"
"4879" 1 1 2 0.86928941946008 1 1 -0.150797637391665 -0.469464623326519 -1.05847991153656 1 0 0 2 0 1 0.887542480052035
"4880" 0 1 1 0.423173854517949 1 1 -2.08197206114446 -1.2181141990126 -2.17529670607442 0 0 0 1 1 3 1.81543982903977
"4881" 1 1 1 1.00508094478666 1 2 -0.104914172298925 -0.383471996223154 0.348291975533949 0 0 0 0 0 0 1.30572432696515
"4882" 0 1 0 0.225600008268834 1 2 -3.21305744208711 -1.58597698460162 -2.43363564397094 0 0 0 4 1 2 1.50583643732788
"4883" 0 1 1 0.0314142892753209 0 0 -4.06965229157475 -4.36323069848893 -4.30130648336614 0 0 0 1 7 2 -0.240487206256232
"4884" 1 0 1 0.86751872982717 1 1 -0.666627279288617 -0.23691488767198 -0.529477443573645 0 1 0 1 0 1 1.05309770990256
"4885" 1 0 2 0.356217016262908 0 2 -3.33115112861678 -2.63419142940522 -1.62880283195799 0 0 0 1 4 4 -0.27650562539404
"4886" 0 1 0 0.134688118301686 1 0 -3.03920011598864 -3.31896871078824 -4.41450803429465 1 0 0 4 2 1 1.20233797607161
"4887" 0 0 0 -0.2991454983018 0 0 -5.63029223608722 -5.25218342063004 -5.82446585381084 0 0 0 3 7 5 0.0231921381059104
"4888" 1 0 0 0.127330470887552 1 0 -2.3068358038364 -2.76344967869857 -4.08125421421461 1 0 0 3 4 4 -0.485264051975367
"4889" 0 1 2 0.11347444490834 1 2 -3.01232934920458 -1.74495519688201 -2.43000639382899 0 0 0 2 6 4 1.20473328922537
"4890" 1 1 1 1.06237266937778 1 0 0.183809225386443 -1.68141695209109 -1.32790447957411 1 0 0 0 2 1 1.48846510768816
"4891" 0 1 0 -0.0508291900180049 1 2 -3.68743981787795 -2.17771249737862 -2.87221669022536 0 0 0 4 1 2 0.757734598794376
"4892" 0 1 1 0.542436327161245 1 1 -2.0241286733252 -1.04917051869206 -1.88496147327509 0 0 0 3 0 5 1.98147923733649
"4893" 1 1 2 0.856101399452377 1 2 -0.378214489488828 -0.678783587636516 -0.422129799726871 0 1 0 0 0 0 1.18453481590205
"4894" 0 1 2 0.756059068400348 1 2 -1.64561200785767 -1.67998106607807 -1.55405787171276 0 1 0 0 0 2 2.77158024180586
"4895" 0 0 2 0.7379237376118 1 1 -1.97535997448681 -1.07418760988164 -1.40093100212354 0 0 0 6 1 1 3.16840794563475
"4896" 0 0 1 0.584981899686208 1 2 -1.8232167403811 -1.74496191798773 -1.89583024777596 0 0 0 1 0 2 2.22923273623079
"4897" 0 0 0 -0.242804141244606 0 1 -5.74989020335278 -3.30005907880949 -4.18902893150075 0 0 0 6 4 4 0.282385378458186
"4898" 1 0 0 0.11390888966099 0 2 -4.28195527236849 -3.2636172547484 -2.46708334039334 0 0 0 4 2 3 -0.766753285651591
"4899" 1 1 2 1.081642427491 1 2 0.0794615416913319 -0.371876276239711 0.500768404169236 1 0 1 0 0 0 2.11427783656039
"4900" 1 0 0 0.364540359232856 0 2 -3.55390349772514 -2.92166227981723 -2.10562806872639 0 0 0 4 2 1 1.27345359146788
"4901" 0 0 1 0.0503487464127992 0 2 -4.26643823574179 -3.48002696887396 -3.26220202652936 0 0 0 2 0 2 -0.319385927594481
"4902" 1 0 2 0.189343478193753 1 2 -1.96748117903965 -1.10257897282043 -2.45820467352758 0 0 0 2 3 2 -0.79598943837484
"4903" 0 0 0 -0.683366285704577 1 0 -5.24540149985766 -4.11049291658058 -6.37128274657946 0 0 0 4 4 5 -1.40546846125283
"4904" 1 1 1 0.807727133421759 1 2 -0.576518993690878 -0.510084893256812 -0.0856575776079348 0 0 0 0 0 1 0.964292061141471
"4905" 0 0 2 -0.0991003264702927 1 2 -3.57643786678328 -1.9367143898866 -3.68817432451614 0 1 0 6 1 4 -0.145746186049001
"4906" 0 0 2 0.210629916234086 1 0 -3.07996808419177 -2.94326994386934 -4.46125527670239 0 0 0 8 0 4 1.46084204724628
"4907" 0 1 1 0.409811545170307 0 2 -3.49069942268858 -2.71606968198362 -1.59010755090454 0 1 0 6 1 0 1.2532385948343
"4908" 1 1 1 1.05537823243598 0 1 -1.57991173453438 -1.45856539322099 -0.291842947406338 0 1 0 2 1 0 1.22317105890874
"4909" 1 0 1 0.727602626168073 1 0 -0.700622754611587 -1.9594633556335 -1.77709602687699 0 0 0 2 6 1 0.536348130819718
"4910" 1 1 1 1.10568176535598 0 2 -1.11351199974589 -1.96487691205957 0.168118480675669 0 0 0 1 1 0 2.34489785285413
"4911" 1 1 0 0.549061203596306 1 2 -1.08619341571364 -1.21898198689951 -0.951067272807921 0 0 0 3 1 0 1.45706960402858
"4912" 0 0 1 -0.240720938408109 1 1 -3.72886145209434 -1.27306713171485 -3.651495108835 0 1 0 3 1 5 -0.789140584051722
"4913" 0 0 2 0.565800659662872 1 2 -2.43753772983519 -2.33079300883136 -1.99300966145482 0 1 0 3 2 3 2.82354317375664
"4914" 1 0 1 0.834461517804094 1 2 -0.603826680360574 -0.641644869190937 -0.38745333612332 0 0 0 1 0 0 0.536654182398695
"4915" 0 1 0 -0.212091574990472 0 1 -5.20418471626502 -2.74673019284568 -3.57489523706819 0 0 0 5 5 4 -0.169525611885671
"4916" 0 0 2 0.562454169235222 1 2 -2.07028324459508 -1.68774131149014 -1.85147442588051 0 0 1 3 1 1 2.42654598226733
"4917" 1 1 1 0.872555224327397 1 2 -0.41762325217869 -0.118302703585345 -0.00549301346676079 1 1 0 1 2 0 1.507184895849
"4918" 0 0 1 0.553333031139202 0 1 -3.52348860057374 -2.52639432095355 -2.1647037365884 0 0 0 3 5 2 2.30569304929484
"4919" 0 1 0 0.101237746760295 0 2 -4.35013577692094 -3.59961059651695 -3.24119478198485 0 0 0 4 2 1 1.37155128613047
"4920" 0 1 2 0.162431359083216 1 1 -2.67520277446203 -1.29480863124277 -3.24284821900397 0 0 0 0 0 5 0.486498310761563
"4921" 0 0 1 0.223084941358197 0 2 -4.39854637435345 -3.44068018077167 -2.17848893839193 0 0 0 6 2 1 0.383069747926623
"4922" 0 1 1 0.693889876659391 1 2 -1.86260537136295 -1.2931558395526 -1.44726632146319 0 1 0 1 1 7 2.12402363235679
"4923" 0 0 1 0.554010517638978 1 1 -2.2933191033053 -1.46845982215603 -2.53768845120253 0 1 0 3 1 0 2.41257535586973
"4924" 1 1 2 1.04404144999285 1 0 0.0455107059524708 -1.51305130585576 -1.20061742173322 0 1 0 0 1 2 2.11216057323476
"4925" 1 0 0 0.265571972867346 1 0 -2.25261587365123 -2.37880759445381 -3.70953802033528 1 0 0 1 0 5 0.25865336786726
"4926" 0 0 2 0.538592107826585 0 2 -3.73480384015395 -3.3042022418792 -2.1813581811316 0 0 0 6 3 1 2.39706873314236
"4927" 0 1 2 0.120771308897285 0 0 -4.2951978106877 -4.57219297463737 -4.31074603928161 0 0 0 4 8 3 0.0989181048403273
"4928" 0 0 0 0.00282609767280255 0 2 -5.40929021113711 -3.79739371249313 -3.48816489245332 0 0 0 5 1 5 0.678404011626483
"4929" 0 0 1 0.194605633138507 1 0 -2.93203466575738 -3.02255841196825 -3.9884171216827 1 0 0 5 1 3 1.1236930013885
"4930" 0 0 1 0.488322654689663 0 0 -3.72885147965137 -4.36685753626599 -3.60261160669737 0 0 0 2 6 1 2.25058196008426
"4931" 1 0 1 0.651850494786517 1 1 -1.17017564244215 -0.168980022397792 -1.21130894987261 0 0 0 1 0 1 0.443855028096039
"4932" 1 1 0 0.515707549851192 0 2 -2.83624662443717 -2.25000449877461 -1.51639140627295 0 0 1 4 3 3 0.676128498518172
"4933" 1 0 2 0.476455060962525 1 2 -1.70161809095154 -1.07100726018466 -1.67763349375518 0 0 0 0 3 1 -0.217883098664998
"4934" 1 1 2 1.17468024251984 1 1 0.253545606220833 -0.263079904683683 -0.331721067210166 0 0 0 0 0 0 1.89818692534452
"4935" 0 0 2 0.314670267806959 1 0 -2.73189953014236 -3.2633927625839 -4.05287866092553 0 0 0 3 1 4 1.36959538752687
"4936" 0 0 0 -0.0532276419785271 0 1 -4.67193875817378 -3.48333511099055 -3.59430542849192 0 0 0 2 2 5 1.66628169264285
"4937" 0 1 1 0.223223364158343 1 2 -2.62293097234042 -1.48407653024308 -2.15541193845211 0 0 1 3 1 2 0.723164953023457
"4938" 1 1 2 0.974304406590019 0 2 -2.024141672515 -2.11472604471796 0.215218939334057 0 1 0 4 2 0 1.47041908154736
"4939" 0 0 2 0.318374667758855 0 0 -4.06867398810287 -4.25916654562785 -4.09115304820973 0 0 0 2 7 5 2.00580223119387
"4940" 0 0 1 -0.041900522627344 0 1 -4.53246165869337 -2.4226133233577 -3.15947588927305 0 0 0 6 4 2 -0.0224286124785007
"4941" 0 1 2 0.30717826689385 0 1 -4.17784497395856 -2.49803454868179 -2.85132628717074 0 0 0 9 3 2 1.04026605350695
"4942" 1 1 0 0.357577741265727 1 2 -1.74745734010028 -0.844225156612238 -1.60145681928498 0 1 0 2 2 2 -0.138464394017326
"4943" 0 0 0 0.420186855578264 1 2 -2.90140935605822 -1.8975886997485 -2.33498287250402 0 0 0 3 3 3 3.22455769646166
"4944" 1 1 1 0.823431309082303 0 0 -1.83153465179843 -3.23407192532235 -1.62822988208964 0 0 0 4 1 4 0.343870603180823
"4945" 0 0 2 -0.0533123580827139 0 2 -4.80075306399504 -3.2740715342437 -3.20698451208112 0 0 0 3 1 4 0.620384611987571
"4946" 0 0 1 0.831283598826231 1 2 -1.6728994784982 -1.80365188304664 -1.43868792918626 1 0 0 2 1 3 3.55985770973045
"4947" 0 0 1 0.297413427176661 0 1 -3.60347753238771 -2.39331521540132 -2.52820129084103 0 1 0 2 3 6 1.6003111229101
"4948" 0 1 1 0.203904161787203 0 0 -4.16824863457023 -4.26270916391169 -4.29405508358792 0 0 0 7 1 6 0.0381939661168996
"4949" 0 1 1 0.479196659387746 0 2 -3.31942184944717 -3.02187315374296 -1.98958071333591 0 0 0 4 5 2 2.45646697642318
"4950" 0 0 2 0.400113782166194 1 1 -2.74869938024967 -1.24789267261427 -2.73289806252587 0 0 0 1 2 2 2.22945514447164
"4951" 1 1 1 1.11766985989407 1 2 0.253956143335475 -0.368557944790618 0.325138786637399 1 0 0 1 0 1 2.40965685123514
"4952" 1 0 1 0.816336604206836 0 1 -2.33383108580377 -1.66661884850834 -0.712554140229293 0 0 0 3 2 0 1.12587875314189
"4953" 1 0 2 0.164728418553947 1 0 -2.27912752028422 -2.38472458455323 -3.90296771211353 0 0 0 1 2 8 -1.29651722688346
"4954" 0 0 2 0.10871577071179 0 0 -4.71757389066363 -4.87671629359429 -4.50897679252904 0 0 0 5 1 7 0.836802957925602
"4955" 0 0 1 0.137642790580982 0 1 -4.05718511585612 -2.29009924963018 -3.32775747550251 0 0 1 2 4 0 0.502935557262
"4956" 0 0 1 0.261710451296105 1 0 -2.85008568718179 -3.31784549741864 -4.26461226091803 0 0 0 2 3 3 1.06718902104514
"4957" 1 1 0 0.762232916391814 1 2 -0.999563452406818 -0.707307346133489 -0.640371069186669 0 0 0 1 0 0 1.98720920815448
"4958" 0 0 0 -0.0558573393459421 0 1 -4.76755546191653 -3.2427918009691 -4.17880711905749 0 0 0 4 2 5 1.33559499451728
"4959" 0 0 2 0.0480865693403275 1 1 -3.36725427714802 -1.2112654884403 -3.71313764060265 0 0 0 4 1 5 1.44088836401483
"4960" 0 1 0 0.0920193957055185 1 2 -3.22939700766442 -1.88106604779876 -3.07393871762159 0 0 0 5 1 2 1.05063824805719
"4961" 0 0 2 0.142123688068568 1 1 -3.49430583607919 -1.52705681978573 -3.42838348708523 0 0 0 5 0 3 0.887896820604811
"4962" 0 1 1 0.976703481158202 1 2 -1.08529030377157 -0.914758808015102 -0.876745792578257 0 0 0 0 4 0 3.83137122204815
"4963" 0 1 0 -0.169965121188142 1 1 -3.94288706242574 -1.34056722739395 -3.89191874480594 0 0 0 5 1 2 -0.244342658656982
"4964" 0 0 1 -0.255131944606214 1 1 -3.64643035309046 -1.34310143359237 -4.05079476065222 0 0 0 2 2 5 -0.515076100516205
"4965" 1 1 2 0.404063225665583 1 1 -1.72817394209314 -0.336724575228355 -1.66447129047889 1 0 0 1 0 3 -0.550722124086235
"4966" 0 1 2 0.158908308229179 0 1 -4.4043746071481 -2.61860630184228 -2.90681859284847 0 0 0 2 3 1 0.820571097136107
"4967" 1 1 2 0.748192990985234 1 1 -0.701670167924627 0.0142042369060329 -0.688308887962033 0 1 0 0 0 5 1.57542500678978
"4968" 0 1 2 0.332039353801333 1 2 -2.61120364275205 -1.77826721655047 -2.25866284420085 0 0 0 0 2 2 0.65021790706892
"4969" 0 0 0 0.0265506307725711 1 1 -3.68197029976104 -1.84134731081975 -3.42400426493005 0 0 0 5 1 2 2.04268379015862
"4970" 1 1 0 0.463510977584307 0 1 -3.25913371569914 -2.23149151744547 -1.83219061046373 0 0 0 0 5 0 0.127510500317733
"4971" 0 0 0 -0.504339584443218 0 1 -6.31588068499169 -3.64062438592193 -4.75956650298788 0 0 0 3 4 5 -1.139674829637
"4972" 0 1 2 0.281932172644131 0 0 -4.11018806488651 -4.41320503170072 -3.84047945245736 0 0 0 3 4 3 1.20041184202913
"4973" 0 1 1 0.0213978947321126 1 0 -3.24625528836567 -2.95041133195957 -4.12593013098535 0 0 0 4 2 4 0.252372053032063
"4974" 0 0 2 -0.0455517240385653 1 1 -3.76958601447899 -1.67106637683869 -3.69470346677806 0 1 0 2 2 3 0.113382151106221
"4975" 1 1 2 0.80298692186292 0 2 -2.78198259258797 -2.69139148996821 -0.755400338182637 0 0 0 4 1 0 0.0438129875812538
"4976" 0 0 2 0.197756155356456 1 0 -3.18217693107979 -3.32772041118252 -4.3757889506239 0 0 0 2 6 3 0.766064167660741
"4977" 1 0 0 0.324578082380868 1 1 -2.155908564919 -0.68973792671538 -2.48001033445485 0 0 0 2 0 2 0.664355660936749
"4978" 1 1 2 1.12706138682647 1 2 0.070841246536784 -0.482727793823169 0.313054145337774 0 0 1 0 0 1 2.70678507523686
"4979" 0 1 2 0.237904640584558 1 0 -3.09013022500116 -2.45261304505596 -3.67704707212392 0 0 0 2 2 3 1.03017873311941
"4980" 0 1 1 0.332697923817392 0 1 -3.59081248197104 -2.41180933817283 -2.29475022909932 0 0 0 2 5 3 0.259229200047048
"4981" 1 0 1 0.379313981254398 0 2 -3.17332081198091 -2.54510821112952 -1.85709717654107 0 0 0 5 1 2 -0.473702527998742
"4982" 0 0 0 -0.0235366336020275 1 2 -3.86122075179228 -2.14005733756816 -3.65574043042833 0 0 0 5 4 1 0.53834148232717
"4983" 1 1 1 1.1070707770404 1 1 -0.218464634815722 -0.123716186103584 -0.300153947083231 0 1 1 0 0 0 1.64575468382965
"4984" 0 0 0 -0.106603223531874 0 1 -5.25909109822463 -3.34712124843485 -3.99124693610543 0 0 0 4 3 5 0.812268400362081
"4985" 0 0 0 0.0998215880858345 1 1 -3.7087498383619 -1.52906359186529 -3.57250287280804 0 0 0 6 1 3 1.96327414319076
"4986" 0 0 1 0.525540573518518 1 1 -2.30691219668711 -1.34166969795798 -2.18580032982266 0 0 0 0 3 1 2.19959215201334
"4987" 0 1 0 0.0301240890534076 0 2 -4.41966009643605 -3.44755668718052 -3.03091433356567 0 0 0 4 2 3 0.0593338492573672
"4988" 1 1 2 0.780737039469636 1 2 -0.554962859510451 -0.91395430901412 -0.527345594711223 0 1 0 0 0 1 0.880129307739189
"4989" 0 0 2 -0.0612004787592595 1 1 -3.39447999066117 -0.965146118891562 -3.48601972683524 0 0 0 2 1 7 0.561690956094895
"4990" 0 0 1 0.226485125668312 1 0 -3.00391048140692 -2.90492681478191 -4.33522950887551 0 0 0 3 0 3 0.661615973933097
"4991" 1 1 1 0.842436627658048 1 2 -0.359933654319664 -0.686834191841009 -0.346398932812022 1 1 0 1 3 1 0.257062337799308
"4992" 1 1 1 0.818110664217157 0 2 -2.08596682627164 -2.35257048190985 -0.523991006180871 0 0 0 3 3 0 0.0701041700280398
"4993" 0 1 2 0.260149522763664 0 2 -4.0972455246358 -3.3796257870588 -2.28686565986965 0 0 0 2 5 2 0.917365786851417
"4994" 0 1 1 0.365749008445162 1 0 -2.50096509523479 -2.42009717747079 -3.88436243117541 0 0 0 3 2 3 0.616918196177038
"4995" 0 1 2 0.520848415110066 1 0 -2.340566462104 -3.04930455173395 -3.42898379625507 0 0 0 2 3 2 2.026202065259
"4996" 1 1 1 0.735897076584488 1 1 -1.05578105188188 0.287417289920243 -0.567196293387475 0 0 0 1 0 1 0.0350900378204708
"4997" 0 1 2 0.546264384870225 0 0 -3.32614375742275 -4.07801712492692 -3.41246919885905 0 0 0 1 8 6 2.36717381810075
"4998" 0 1 0 0.136635708219228 0 2 -4.08389232293106 -3.15748612685142 -3.11018271786053 0 1 1 4 2 4 0.808052302541634
"4999" 1 0 0 0.0475700767251542 0 1 -4.2898810905459 -2.57109788946086 -2.89237886281642 0 0 0 7 2 3 -1.59741860108069
"5000" 1 1 2 0.671937849868567 1 0 -1.31521571728408 -2.06384418857026 -2.2302955526841 0 0 0 1 3 2 0.847784562159097
"5001" 1 1 1 0.875017054020187 1 1 -0.349636528628579 -0.240074077856866 -0.22996480986743 1 0 0 0 0 0 1.23575309859178
"5002" 0 0 0 0.193012034650103 0 1 -4.65088460641826 -3.17914170276062 -3.37525802897678 0 0 0 5 3 1 1.74219585119742
"5003" 1 0 1 0.535776591369629 1 2 -1.23483012948684 -0.954208285115752 -1.33652346405577 0 1 0 2 0 0 0.660773580150695
"5004" 0 1 0 0.40696223891269 0 2 -3.60770169555278 -3.44724725962513 -2.06884645368076 0 1 0 1 1 6 2.16148728225334
"5005" 1 1 2 1.01659042205554 1 0 -0.100406936247799 -1.65502223516628 -1.70377413387842 1 0 0 1 2 3 2.45413216974211
"5006" 0 0 0 -0.252931860691183 0 1 -5.55689627131586 -3.16723907638688 -4.71567968391458 0 0 0 10 4 9 0.120202546876767
"5007" 1 1 2 0.930929325070076 1 2 -0.22060469598239 -0.658585385149167 -0.614485370688167 0 0 0 1 0 0 1.16515662405133
"5008" 0 1 2 0.334838877446039 1 2 -2.83515431099595 -1.5006281177316 -2.04749022802733 0 0 0 0 0 3 1.86438532686895
"5009" 1 1 1 1.32165302194853 1 2 0.595026636480579 -0.0181139415615514 1.44524440196484 1 1 1 1 0 1 2.8874291950708
"5010" 1 1 0 0.626960471337754 1 0 -1.22959345125863 -2.23951200976731 -2.4997152344483 0 0 0 2 2 4 1.64829087043993
"5011" 0 1 1 0.0218067145714904 0 1 -4.52948467980049 -2.72533569572814 -3.17075726669835 0 0 0 3 1 3 -0.630352893285139
"5012" 0 0 0 0.0712177313096745 0 1 -4.30709715622042 -3.01045193940844 -3.79237432989027 0 0 0 7 3 4 0.686572047800342
"5013" 0 1 2 0.507427810044364 1 0 -2.40497844329928 -2.87401265874308 -3.20336997023197 0 0 0 1 2 3 1.22726235790761
"5014" 1 1 1 0.781262854471608 1 2 -0.643157138266541 -0.724653874257442 -0.318133793880928 1 1 0 0 0 0 0.197097506817542
"5015" 1 1 1 0.833562764049534 1 1 -0.345668247062444 0.151538673516079 -0.607204760520597 0 0 0 1 0 0 1.15471993343022
"5016" 0 1 0 0.181624212655984 0 1 -3.93235740866871 -2.92532919235428 -3.26643476335534 0 0 0 3 1 3 1.81074164652775
"5017" 0 0 1 0.321273346625263 0 1 -3.76594119601627 -2.59032963694764 -2.5437973245595 0 0 1 0 1 1 1.54608370810515
"5018" 0 1 0 -0.194831423746621 0 2 -4.80048397101559 -3.45553714718739 -3.3859259049201 0 0 0 5 5 0 -0.0906167910153577
"5019" 0 1 0 0.2377820102474 0 1 -3.74572629140817 -2.6717307628687 -2.95566158049525 0 0 0 5 1 6 1.44312294985655
"5020" 1 0 0 0.659179603739463 1 1 -1.46233250985275 -0.64197288185727 -1.42430366741167 0 1 0 0 0 3 1.15901425249251
"5021" 1 1 1 0.961757999242931 0 2 -1.67093295710329 -2.31709364162462 -0.137588433857529 0 0 1 1 4 1 1.43651836165164
"5022" 0 1 1 0.557993291678139 0 1 -3.07558477737261 -2.37593821514594 -1.85283162601823 0 1 0 2 2 0 1.75260335834147
"5023" 0 1 2 0.36908635397435 1 2 -2.6580684151712 -1.94180188066387 -2.33601098542202 0 0 0 8 2 2 1.55577886165802
"5024" 1 1 2 0.602934480845406 1 0 -1.22533879811621 -1.77576318563097 -2.81590354631467 0 0 0 3 4 2 0.1321715939236
"5025" 1 1 2 0.826599175293625 1 1 -0.458019334835517 -0.299441846461275 -0.55065044069443 0 0 0 3 1 0 0.920724189177659
"5026" 1 1 2 0.845453544240948 1 1 -0.575232603809297 -0.168052854519217 -0.705349910801178 0 1 0 1 0 2 1.27731510696928
"5027" 1 0 0 0.321425872491902 1 0 -2.2035814583219 -2.45309059296716 -3.68150194203279 0 0 0 3 3 2 0.746253367691538
"5028" 0 0 0 0.235631183855602 1 2 -3.26938174014881 -1.76377963424446 -2.84992927850201 0 0 0 5 1 1 2.2096201340642
"5029" 1 1 2 0.605877035320032 1 1 -0.809969894460034 -0.0991284159375292 -1.39211418646038 0 0 0 4 0 0 0.450955944803135
"5030" 1 0 1 0.872846549445884 1 0 -0.959424562000112 -1.92412985707899 -2.13232044019284 0 0 0 0 0 1 0.920900029012517
"5031" 0 0 0 -0.623424725069198 0 0 -6.33269538965266 -5.49813980406513 -6.32479201171948 0 0 0 7 4 5 -1.03971657317564
"5032" 0 1 2 0.429646341501346 1 0 -2.20101610552821 -2.95513394317022 -3.71901301303583 0 0 0 1 3 5 0.758211674486707
"5033" 0 1 2 0.304923799121121 0 2 -4.06577377731296 -3.1223313103369 -2.20747654201195 1 0 0 2 5 1 1.33371966800897
"5034" 0 0 1 0.419636924822075 0 2 -3.5482071798696 -3.00342887356392 -2.36638572635737 0 0 0 2 3 1 1.15170911944122
"5035" 1 1 0 0.189628986375441 1 2 -2.37124351004126 -0.473206155975541 -2.36094376934486 1 0 0 7 0 3 -0.433583892234487
"5036" 0 1 1 0.888850249040171 0 2 -2.16551501126746 -2.9938067742064 -0.632566857555277 0 0 1 5 2 0 3.11208279576466
"5037" 0 0 1 0.108837781525495 1 2 -3.41686940763713 -2.03321228685784 -2.96225935890454 0 0 0 4 2 6 0.490884010421602
"5038" 0 1 1 0.57954432964248 1 2 -1.78276066233762 -1.59675384872696 -1.42547758690286 0 0 1 2 1 3 1.81035816322895
"5039" 1 1 1 0.919868342479685 0 1 -1.71880894222978 -1.49134500638732 -0.650751608214612 0 0 0 0 2 0 0.922362389467634
"5040" 0 1 1 0.254536724029894 0 0 -4.06685417831964 -3.96875834523149 -4.02641921221974 0 0 0 5 2 3 0.447332749603416
"5041" 0 0 2 0.0770765227518502 1 1 -3.22128802875963 -1.59193251432918 -3.32355662610225 0 0 0 0 3 4 1.60895068013629
"5042" 0 0 2 0.275013012933405 1 0 -3.1790959555534 -3.47264487734539 -4.22877083081153 0 0 0 5 4 2 1.27667808872098
"5043" 1 1 1 1.13996549458138 1 2 0.101186051401618 -0.194106192488424 0.520254623343268 0 1 0 0 0 0 3.05064850710382
"5044" 0 1 0 -0.070280766183955 0 2 -4.98641372206598 -3.63805407717634 -3.20901690410935 0 0 0 9 3 2 0.296496774268034
"5045" 0 0 1 0.328179937318281 1 2 -2.79703303195775 -1.7064050927593 -2.31850904845921 0 0 0 4 2 2 1.77727179025896
"5046" 0 0 0 -0.126480865761175 0 0 -5.08366211993049 -4.71596515050194 -5.10040419619169 0 0 0 2 5 7 0.613197991256818
"5047" 0 0 2 0.163384189809764 1 2 -3.21446532346684 -2.0651627110294 -2.84818692020514 1 0 0 2 2 3 0.690984601003401
"5048" 0 0 0 -0.30822566608022 1 1 -4.17677872314604 -1.76398926179479 -4.40879029648796 0 0 0 2 0 3 0.271422270598102
"5049" 1 1 0 0.804301297413453 1 2 -0.938247613327877 -0.855253709205337 -0.555243148810191 0 1 0 1 0 1 1.70509019621521
"5050" 0 1 1 -0.0736303607346824 0 0 -4.42103522666732 -4.23322314720538 -4.43800148940701 0 0 0 6 7 3 -0.609832876458615
"5051" 0 1 1 0.450882280137305 0 1 -3.56676084236444 -2.50199485698653 -1.95257839875561 0 0 0 5 3 3 0.865709271503349
"5052" 1 0 0 1.08452748318848 1 2 -0.801676586463037 -0.886100214696966 -0.146211161245952 0 0 0 0 0 1 3.1816776256224
"5053" 0 0 0 -0.160676286301679 1 0 -4.12659683037737 -3.01553121062478 -5.10092206865492 0 1 0 3 9 4 0.414110811155395
"5054" 1 0 1 0.755777632442031 1 1 -1.09108545072305 -0.29217135450017 -0.874318613136347 0 1 1 2 0 1 1.74612815350235
"5055" 1 1 1 0.55750491609779 0 2 -2.61627666243836 -2.41371157661649 -1.26836442931403 0 0 0 5 5 0 -0.0485993032258132
"5056" 0 0 0 -0.313086710616361 0 2 -5.29355766179853 -3.98301432176114 -3.65505337201628 0 0 0 2 6 7 0.135908648533027
"5057" 0 0 2 -0.118722238724461 0 0 -5.14659055838534 -5.06640838869689 -4.71050612212234 0 0 0 4 3 5 -0.243917892345669
"5058" 0 0 1 0.760659275746688 1 2 -1.72867286152487 -1.63169979348068 -1.09032798615948 0 0 0 2 1 2 3.62208837213506
"5059" 0 1 2 0.67149121389416 0 2 -3.02093257484655 -2.96981813860681 -1.49559932970437 0 0 0 5 2 1 3.4345827338357
"5060" 0 1 1 0.0189675831237107 1 2 -3.1489929405494 -1.66757125261381 -2.84906682175078 1 0 0 5 6 1 -0.593063431145357
"5061" 0 1 2 0.559297365698507 1 2 -1.58263595857281 -1.62247814709334 -1.86076471121885 1 0 1 1 0 0 2.7134123318243
"5062" 1 1 2 0.790884847581899 0 0 -1.88374534531359 -3.74748654679364 -2.20419940778292 0 0 0 2 5 4 0.235026536322289
"5063" 1 1 1 0.904561131794809 1 1 0.167580566138859 0.401521950266613 -0.173615144335051 1 0 0 3 0 0 1.30300198589911
"5064" 1 0 1 0.697329660100737 0 2 -2.62742630521406 -2.31507061873595 -0.779873307733152 0 0 0 2 3 1 -0.0276887176535683
"5065" 0 1 2 0.136319689369222 1 2 -3.11468286209625 -1.87668197133252 -2.7055728660191 0 0 0 5 2 4 0.156044187732675
"5066" 1 1 0 0.393218082552636 1 1 -1.74881603272868 -0.527206436357375 -1.7731485163201 0 0 0 3 0 1 0.350556708975259
"5067" 0 0 1 -0.286655603800349 1 0 -3.9343285543347 -3.25103493223562 -5.20680584666962 0 0 0 1 5 3 -0.768583640287551
"5068" 1 1 1 0.659115170613593 1 1 -0.648631868680742 0.245973391509126 -0.872390042273408 0 0 1 1 0 1 0.0603667583122843
"5069" 0 1 2 0.163977308869273 1 2 -3.06368073508801 -1.59182095643332 -2.90499048553428 0 0 0 3 3 5 0.310757318282427
"5070" 1 0 2 0.34400984788816 0 2 -2.9888342883275 -2.93285706343219 -1.71722661906297 0 0 0 2 2 0 -0.595243822085296
"5071" 0 1 2 0.394147601458954 1 0 -2.07813761680918 -2.73692415311613 -3.77925269159996 0 0 0 1 0 3 1.705385440134
"5072" 0 0 0 -0.378670252745038 0 1 -5.46361069665251 -3.33687704997156 -4.54103917544235 0 0 0 8 2 2 -0.252060452951606
"5073" 0 0 1 -0.120669162726512 1 0 -3.92058440863808 -3.21961778825978 -4.78802635445612 0 0 0 6 4 2 -0.201720987065391
